tokens	tags	text	ner_tags	lang
['3.3', '.', '2013', 'අංක', '27', 'දරන', 'ඡන්දහිමියන්', 'ලියාපදිංචි', 'කිරිමේ', '(', 'විශේෂ', 'විධි', 'විධාන', ')', 'පනත']	['B-MISC', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC']	3.3. 2013 අංක 27 දරන ඡන්දහිමියන් ලියාපදිංචි කිරිමේ ( විශේෂ විධි විධාන ) පනත	[7, 0, 7, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]	si
['මේවායේ', 'ආරම්භක', 'වැඩසටහන්', '01ක්', 'බැගින්', '04ක්', 'ඇමෙරිකානු', 'ආධාර', 'වැඩසටහනේ', 'මූල්\u200dය', 'අනුග්\u200dරහය', 'මත', 'ආරම්භ', 'කරන', 'ලදි', '.']	['O', 'O', 'O', 'B-MISC', 'O', 'B-MISC', 'B-MISC', 'I-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	මේවායේ ආරම්භක වැඩසටහන් 01ක් බැගින් 04ක් ඇමෙරිකානු ආධාර වැඩසටහනේ මූල්‍ය අනුග්‍රහය මත ආරම්භ කරන ලදි.	[0, 0, 0, 7, 0, 7, 7, 8, 8, 0, 0, 0, 0, 0, 0, 0]	si
['පසු', 'අස්වනු', 'කටයුතු', 'ද', 'ඇතුළත්ව', 'කෘෂිකර්මය', 'ආශ්\u200dරිත', 'කර්මාන්තයන්හි', 'අගය', 'එකතු', 'කිරීමේ', 'හා', 'ව්\u200dයාපාර', 'සංවර්ධනය', 'මඟින්', 'එහි', 'විභවය', 'ශක්තිමත්', 'කිරීම', 'ව්\u200dයාපෘතිය', 'අදියර', '2ක්', 'යටතේ', 'ක්\u200dරියාත්මක', 'කෙරේ', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O']	පසු අස්වනු කටයුතු ද ඇතුළත්ව කෘෂිකර්මය ආශ්‍රිත කර්මාන්තයන්හි අගය එකතු කිරීමේ හා ව්‍යාපාර සංවර්ධනය මඟින් එහි විභවය ශක්තිමත් කිරීම ව්‍යාපෘතිය අදියර 2ක් යටතේ ක්‍රියාත්මක කෙරේ.	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0]	si
['ඒ', 'සඳහා', 'මිලියන', '3.000ක්', 'වෙන්කර', 'ඇති', 'අතර', 'මිලියන', '2.096', 'වැය', 'කොට', 'ඇත', '.']	['O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O']	ඒ සඳහා මිලියන 3.000ක් වෙන්කර ඇති අතර මිලියන 2.096 වැය කොට ඇත.	[0, 0, 7, 8, 0, 0, 0, 7, 8, 0, 0, 0, 0]	si
['ගාල්ල', 'දිස්ත්\u200dරික්කයේ', 'ජනගහනය\u200dෙන්', 'වැඩි', 'ප්\u200dරමාණයක්', 'ජීවත්වන්නේ', 'ග්\u200dරාමීය', 'අංශයේ', 'ය', '.']	['B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	ගාල්ල දිස්ත්‍රික්කයේ ජනගහනය‍ෙන් වැඩි ප්‍රමාණයක් ජීවත්වන්නේ ග්‍රාමීය අංශයේ ය.	[5, 6, 0, 0, 0, 0, 0, 0, 0, 0]	si
['“', 'සහාධිපත්\u200dය', '”', 'නමින්', 'ත්\u200dරෛමාසික', 'පුවත්පතක්', 'මුද්\u200dරණය', 'කිරීමට', 'කටයුතු', 'කරවීම', 'හා', 'ඒ', 'තුළින්', 'සහාධිපත්\u200dය', 'ක්ෂේත්\u200dරයේ', 'පාර්ශ්වකරුවන්', 'මෙම', 'නීතිය', 'පිළිබඳව', 'දැනුවත්', 'කිරීම', '.']	['O', 'B-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	“ සහාධිපත්‍ය ” නමින් ත්‍රෛමාසික පුවත්පතක් මුද්‍රණය කිරීමට කටයුතු කරවීම හා ඒ තුළින් සහාධිපත්‍ය ක්ෂේත්‍රයේ පාර්ශ්වකරුවන් මෙම නීතිය පිළිබඳව දැනුවත් කිරීම.	[0, 7, 8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	si
['මෙම', 'විභාගවලින්', 'සමත්', 'වන', 'ශිෂ්\u200dයයන්', 'අවුරුදු', '08ක', 'අවම', 'පළපුරුද්ද', 'සහිත', 'ජ්\u200dයෙෂ්ඨ', 'නීතිඥවරයෙකු', 'යටතේ', 'මාස', '06ක', 'ආධුනිකත්ව', 'පුහුණුව', 'ලබා', 'ගැනීම', 'අවශ්\u200dය', 'වේ', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	මෙම විභාගවලින් සමත් වන ශිෂ්‍යයන් අවුරුදු 08ක අවම පළපුරුද්ද සහිත ජ්‍යෙෂ්ඨ නීතිඥවරයෙකු යටතේ මාස 06ක ආධුනිකත්ව පුහුණුව ලබා ගැනීම අවශ්‍ය වේ.	[0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 7, 8, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0]	si
['විධායක', 'වාර්තාව', '2012', 'වර්ෂයේ', 'ජාතික', 'වැඩිහිටි', 'මහලේකඛම්', 'කාර්\u200dයාලය', 'මගින්', 'ක්\u200dරියාත්මක', 'විවිධ', 'වැඩසටහන්', 'හා', 'ව්\u200dයාප්ෘති', 'ශ්\u200dරී', 'ලංකාව', 'පුරා', 'ක්\u200dරියාත්මක', 'කර', 'වැඩිහිටි', 'ප්\u200dරජාවගේ', 'සුභසාධනය', 'උදෙසා', 'කැප', 'වී', 'ක්\u200dරියා', 'කල', 'අතර', 'ඒ', 'නිසාම', '2012', 'වසරේ', 'සැලසුම්', 'කළ', 'පරිදීම', 'සාර්ථක', 'භෞතික', 'හා', 'මූල්\u200dය', 'ප්\u200dරගතියක්', 'අත්පත්', 'කර', 'ගත', 'හැකි', 'විය', '.']	['B-MISC', 'I-MISC', 'B-MISC', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	විධායක වාර්තාව 2012 වර්ෂයේ ජාතික වැඩිහිටි මහලේකඛම් කාර්‍යාලය මගින් ක්‍රියාත්මක විවිධ වැඩසටහන් හා ව්‍යාප්ෘති ශ්‍රී ලංකාව පුරා ක්‍රියාත්මක කර වැඩිහිටි ප්‍රජාවගේ සුභසාධනය උදෙසා කැප වී ක්‍රියා කල අතර ඒ නිසාම 2012 වසරේ සැලසුම් කළ පරිදීම සාර්ථක භෞතික හා මූල්‍ය ප්‍රගතියක් අත්පත් කර ගත හැකි විය.	[7, 8, 7, 0, 7, 8, 8, 4, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	si
['ඒ', 'අනුව', 'අනුමත', 'වාර්ෂික', 'ඇස්තමේන්තු', 'තුළ', 'පමණක්', 'බැඳීම්', 'ඇති', 'කර', 'ගැනීම', 'තහවුරු', 'කිරීම', 'සඳහා', 'උචිත', 'ක්\u200dරමවේද', 'ස්ථාපනය', 'කරන', 'ලෙස', 'සියලු', 'ම', 'ගණන්', 'දීමේ', 'නිලධාරීන්ට', 'උපදෙස්', 'ලබා', 'දී', 'ඇත', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O']	ඒ අනුව අනුමත වාර්ෂික ඇස්තමේන්තු තුළ පමණක් බැඳීම් ඇති කර ගැනීම තහවුරු කිරීම සඳහා උචිත ක්‍රමවේද ස්ථාපනය කරන ලෙස සියලු ම ගණන් දීමේ නිලධාරීන්ට උපදෙස් ලබා දී ඇත.	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 8, 0, 0, 0, 0, 0]	si
['මැතිවරණ', 'නීති', 'උල්ලංඝනය', 'අවම', 'කිරීම', 'සඳහා', 'මැතිවරණ', 'මහලේකම්', 'කාර්යාලයේ', 'මෙන්', 'ම', ',', 'දිස්ත්\u200dරික්', 'තේරීම්භාර', 'නිලධාරි', 'කාර්යාලවල', 'ද', 'පැමිණිලි', 'මධ්\u200dයස්ථාන', 'පිහිටුවීමේ', 'වැඩපිළිවෙළ', 'හා', 'ඒවාට', 'සම්බන්ධිත', 'පොලිස්', 'ඒකක', 'ක්\u200dරියාත්මක', 'කිරීම', 'තුළින්', 'පැමිණිලි', 'සම්බන්ධයෙන්', 'ක්ෂණික', 'ක්\u200dරියාමාර්ග', 'ගැනීමේ', 'ඉඩ', 'ප්\u200dරස්තා', 'ද', 'ඇති', 'කරමින්', 'නිදහස්', 'හා', 'සාධාරණ', 'ඡන්ද', 'විමසීම්', 'පැවැත්වීම', 'සඳහා', 'ක්\u200dරියාමාර්ග', 'රාශියක්', 'ගන්නා', 'ලදී', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	මැතිවරණ නීති උල්ලංඝනය අවම කිරීම සඳහා මැතිවරණ මහලේකම් කාර්යාලයේ මෙන් ම, දිස්ත්‍රික් තේරීම්භාර නිලධාරි කාර්යාලවල ද පැමිණිලි මධ්‍යස්ථාන පිහිටුවීමේ වැඩපිළිවෙළ හා ඒවාට සම්බන්ධිත පොලිස් ඒකක ක්‍රියාත්මක කිරීම තුළින් පැමිණිලි සම්බන්ධයෙන් ක්ෂණික ක්‍රියාමාර්ග ගැනීමේ ඉඩ ප්‍රස්තා ද ඇති කරමින් නිදහස් හා සාධාරණ ඡන්ද විමසීම් පැවැත්වීම සඳහා ක්‍රියාමාර්ග රාශියක් ගන්නා ලදී.	[0, 0, 0, 0, 0, 0, 3, 4, 4, 0, 0, 0, 3, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	si
['මෙම', 'වර්ෂයේ', 'කළුතර', ',', 'යාපනය', ',', 'මඩකලපුව', ',', 'බදුල්ල', 'ආදි', 'දිස්ත්\u200dරික්කවල', 'පන්ති', '437ක්', 'පවත්වා', 'ඇත', '.']	['O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O']	මෙම වර්ෂයේ කළුතර, යාපනය, මඩකලපුව, බදුල්ල ආදි දිස්ත්‍රික්කවල පන්ති 437ක් පවත්වා ඇත.	[0, 0, 5, 0, 5, 0, 5, 0, 5, 0, 0, 0, 7, 0, 0, 0]	si
['ඉතිරි', 'වැඩසටහන', 'වනුයේ', 'වාර්ෂිකව', 'පවත්වනු', 'ලබන', 'දැයට', 'කිරුළ', 'වැඩසටහන', 'වේ', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O']	ඉතිරි වැඩසටහන වනුයේ වාර්ෂිකව පවත්වනු ලබන දැයට කිරුළ වැඩසටහන වේ.	[0, 0, 0, 0, 0, 0, 7, 8, 0, 0, 0]	si
['11.6', 'ඉහත', 'සඳහන්', 'තොරතුරු', 'අනුව', '2015.12.31', 'දිනට', 'මැතිවරණ', 'දෙපාර්තමේන්තුව', 'සතු', 'ව', 'පැවති', 'මුළු', 'වාහන', 'ප්\u200dරමාණය', 'පහත', 'සඳහන්', 'පරිදි', 'වේ', '.']	['B-MISC', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	11.6 ඉහත සඳහන් තොරතුරු අනුව 2015.12.31 දිනට මැතිවරණ දෙපාර්තමේන්තුව සතු ව පැවති මුළු වාහන ප්‍රමාණය පහත සඳහන් පරිදි වේ.	[7, 0, 0, 0, 0, 7, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	si
['3.15', 'මහගල්ගමුව', 'වැව', 'කුරුණෑගල', 'දිස්ත්\u200dරික්කයේ', 'ඇහැටුවැව', 'ප්\u200dරාදේශීය', 'ලේකම්', 'කොට්ඨාසයෙහි', 'පිහිටා', 'ඇති', 'මෙම', 'ව්\u200dයාපෘතිය', 'මඟින්', 'කුඹුරු', 'ඉඩම්', 'අක්කර', '1,400කට', 'ජල', 'පහසුකම්', 'සැපයේ', '.']	['B-MISC', 'B-LOC', 'I-LOC', 'B-LOC', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O']	3.15 මහගල්ගමුව වැව කුරුණෑගල දිස්ත්‍රික්කයේ ඇහැටුවැව ප්‍රාදේශීය ලේකම් කොට්ඨාසයෙහි පිහිටා ඇති මෙම ව්‍යාපෘතිය මඟින් කුඹුරු ඉඩම් අක්කර 1,400කට ජල පහසුකම් සැපයේ.	[7, 5, 6, 5, 0, 5, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 7, 8, 0, 0, 0, 0]	si
['දිස්ත්\u200dරික්', 'ලේකම්', 'කාර්යාලය', 'හා', 'ප්\u200dරාදේශීය', 'ලේකම්', 'කාර්යාල', '19', 'මඟින්', 'දිස්ත්\u200dරික්කයේ', 'සංස්කෘතික', 'හා', 'ආගමික', 'පුනර්ජීවනයක්', 'ඇති', 'කිරීම', 'සඳහා', 'විවිධ', 'වැඩසටහන්', '2015', 'වර්ෂයේ', 'ක්\u200dරියාත්මක', 'කර', 'ඇති', 'අතර', 'ඒවා', 'පහත', 'සඳහන්', 'පරිදි', 'ය', '.']	['B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	දිස්ත්‍රික් ලේකම් කාර්යාලය හා ප්‍රාදේශීය ලේකම් කාර්යාල 19 මඟින් දිස්ත්‍රික්කයේ සංස්කෘතික හා ආගමික පුනර්ජීවනයක් ඇති කිරීම සඳහා විවිධ වැඩසටහන් 2015 වර්ෂයේ ක්‍රියාත්මක කර ඇති අතර ඒවා පහත සඳහන් පරිදි ය.	[3, 4, 4, 0, 3, 4, 4, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	si
['9.5.5', '2015', 'වර්ෂයේ', 'රාජ්\u200dය', 'සේවයේ', 'හා', 'වෙනත්', 'ක්ෂේත්\u200dරවල', 'තනතුරු', 'ලැබීම', 'හේතුවෙන්', 'මැතිවරණ', 'දෙපාර්තමේන්තුවේ', 'සේවය', 'කළ', 'යූ', '.', 'ඒ', '.', 'ඒ', '.', 'ප්\u200dරියදර්ශන', 'මහතා', '(', 'රත්නපුර', ')', ',', 'ජී', '.', 'බී', '.', 'සී', '.', 'ඩී', '.', 'විජේසිංහ', 'මෙණෙවිය', '(', 'රත්නපුර', ')', ',', 'එම්', '.', 'ඒ', '.', 'ඩී', '.', 'ජී', '.', 'මඩවල', 'මෙණෙවිය', '(', 'හම්බන්තොට', ')', 'සහ', 'කේ', '.', 'ඩී', '.', 'එල්', '.', 'එන්', '.', 'ටී', '.', 'රණසිංහ', 'මහතා', '(', 'මහනුවර', ')', 'යන', 'රාජ්\u200dය', 'කළමනාකරණ', 'සහකාර', 'සේවයේ', 'නිලධාරීන්', 'මෙම', 'දෙපාර්තමේන්තුවේ', 'සේවයෙන්', 'නිදහස්', 'කරන', 'ලදී', '.']	['B-MISC', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'I-PER', 'I-PER', 'I-PER', 'I-PER', 'O', 'O', 'B-LOC', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'I-PER', 'I-PER', 'I-PER', 'I-PER', 'I-PER', 'I-PER', 'O', 'O', 'B-LOC', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'I-PER', 'I-PER', 'I-PER', 'I-PER', 'I-PER', 'I-PER', 'O', 'O', 'B-LOC', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'I-PER', 'I-PER', 'I-PER', 'I-PER', 'I-PER', 'I-PER', 'I-PER', 'I-PER', 'O', 'O', 'B-LOC', 'O', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	9.5.5 2015 වර්ෂයේ රාජ්‍ය සේවයේ හා වෙනත් ක්ෂේත්‍රවල තනතුරු ලැබීම හේතුවෙන් මැතිවරණ දෙපාර්තමේන්තුවේ සේවය කළ යූ. ඒ. ඒ. ප්‍රියදර්ශන මහතා ( රත්නපුර ), ජී. බී. සී. ඩී. විජේසිංහ මෙණෙවිය ( රත්නපුර ), එම්. ඒ. ඩී. ජී. මඩවල මෙණෙවිය ( හම්බන්තොට ) සහ කේ. ඩී. එල්. එන්. ටී. රණසිංහ මහතා ( මහනුවර ) යන රාජ්‍ය කළමනාකරණ සහකාර සේවයේ නිලධාරීන් මෙම දෙපාර්තමේන්තුවේ සේවයෙන් නිදහස් කරන ලදී.	[7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 1, 2, 2, 2, 2, 2, 2, 0, 0, 5, 0, 0, 1, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 5, 0, 0, 1, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 5, 0, 0, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 5, 0, 0, 7, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0]	si
['3.2.16', '.', 'එක්', 'එක්', 'ග්\u200dරාම', 'නිලධාරි', 'වසමට', 'අදාළ', 'ව', 'හැඳුනුම්පත්', 'නොමැති', 'පුද්ගලයන්', 'සංඛ්\u200dයාව', 'සහ', 'හැඳුනුම්පතක්', 'ලබා', 'නොගැනීමට', 'හේතු', ',', 'එනම්', ',', 'උපන්', 'දිනය', 'සනාථ', 'කිරීම', 'සඳහා', 'උප්පැන්න', 'සහතිකය', 'හෝ', 'වෙනත්', 'කිසිඳු', 'ලේඛනයක්', 'ඉදිරිපත්', 'කිරීමට', 'නොමැතිවීම', ',', 'හැඳුනුම්පතක්', 'ලබා', 'ගැනීමට', 'උනන්දුවක්', 'නොමැතිවීම', 'හෝ', 'වෙනත්', 'හේතු', '2015', 'ප්\u200dරතිශෝධනයේ', 'දී', 'ග්\u200dරාම', 'නිලධාරින්ගෙන්', 'ලබා', 'ගෙන', 'එම', 'තොරතුරු', 'පුද්ගලයන්', 'ලියාපදිංචි', 'කිරීමේ', 'කොමසාරිස්වරයා', 'වෙත', 'ලබා', 'දීමට', 'කටයුතු', 'කළ', 'අතර', ',', 'ඒ', 'අනුව', 'පුද්ගලයන්', 'ලියාපදිංචි', 'කිරීමේ', 'දෙපාර්තමේන්තුව', 'එවැනි', 'පිරිස්', 'ඉලක්ක', 'කර', 'ගනිමින්', 'හැඳුනුම්පත්', 'අලුතින්', 'ලබා', 'දීමේ', 'වැඩපිළිවෙළක්', '2015', 'වර්ෂය', 'තුළ', 'දී', 'ම', 'ක්\u200dරියාත්මක', 'කිරීමට', 'පියවර', 'ගන්නා', 'ලදී', '.']	['B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	3.2.16. එක් එක් ග්‍රාම නිලධාරි වසමට අදාළ ව හැඳුනුම්පත් නොමැති පුද්ගලයන් සංඛ්‍යාව සහ හැඳුනුම්පතක් ලබා නොගැනීමට හේතු , එනම්, උපන් දිනය සනාථ කිරීම සඳහා උප්පැන්න සහතිකය හෝ වෙනත් කිසිඳු ලේඛනයක් ඉදිරිපත් කිරීමට නොමැතිවීම, හැඳුනුම්පතක් ලබා ගැනීමට උනන්දුවක් නොමැතිවීම හෝ වෙනත් හේතු 2015 ප්‍රතිශෝධනයේ දී ග්‍රාම නිලධාරින්ගෙන් ලබා ගෙන එම තොරතුරු පුද්ගලයන් ලියාපදිංචි කිරීමේ කොමසාරිස්වරයා වෙත ලබා දීමට කටයුතු කළ අතර, ඒ අනුව පුද්ගලයන් ලියාපදිංචි කිරීමේ දෙපාර්තමේන්තුව එවැනි පිරිස් ඉලක්ක කර ගනිමින් හැඳුනුම්පත් අලුතින් ලබා දීමේ වැඩපිළිවෙළක් 2015 වර්ෂය තුළ දී ම ක්‍රියාත්මක කිරීමට පියවර ගන්නා ලදී.	[7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 7, 8, 0, 0, 0, 0, 7, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	si
['9.5.2', 'නුවරඑළිය', 'දිස්ත්\u200dරික්', 'සහකාර', 'මැතිවරණ', 'කොමසාරිස්', 'ලෙස', 'කටයුතු', 'කළ', 'ශ්\u200dරී', 'ලංකා', 'පරිපාලන', 'සේවයේ', '111', 'පන්තියේ', 'එච්', '.', 'ඒ', '.', 'එස්', '.', 'ප්\u200dරනාන්දු', 'මහතා', 'රාජ්\u200dය', 'පරිපාලන', 'හා', 'කළමනාකරණ', 'අමාත්\u200dයාංශ', 'ලේකම්ගේ', 'අංක', '75', '/', '10', '/', '4160', 'හා', '2015.10.05', 'දිනැති', 'ලිපියට', 'අනුව', ',', '2015.10.05', 'දින', 'සිට', 'අග්\u200dරාමාත්\u200dය', 'කාර්යාලයේ', 'රාජකාරි', 'භාර', 'ගැනීම', 'සඳහා', 'මැතිවරණ', 'දෙපාර්තමේන්තුවේ', 'සේවයෙන්', 'නිදහස්', 'කරන', 'ලදී', '.']	['B-MISC', 'B-LOC', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'B-MISC', 'O', 'B-PER', 'I-PER', 'I-PER', 'I-PER', 'I-PER', 'I-PER', 'I-PER', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O']	9.5.2 නුවරඑළිය දිස්ත්‍රික් සහකාර මැතිවරණ කොමසාරිස් ලෙස කටයුතු කළ ශ්‍රී ලංකා පරිපාලන සේවයේ 111 පන්තියේ එච්. ඒ. එස්. ප්‍රනාන්දු මහතා රාජ්‍ය පරිපාලන හා කළමනාකරණ අමාත්‍යාංශ ලේකම්ගේ අංක 75/ 10/ 4160 හා 2015.10.05 දිනැති ලිපියට අනුව, 2015.10.05 දින සිට අග්‍රාමාත්‍ය කාර්යාලයේ රාජකාරි භාර ගැනීම සඳහා මැතිවරණ දෙපාර්තමේන්තුවේ සේවයෙන් නිදහස් කරන ලදී.	[7, 5, 0, 7, 8, 8, 0, 0, 0, 5, 6, 0, 0, 7, 0, 1, 2, 2, 2, 2, 2, 2, 0, 7, 8, 8, 8, 8, 8, 0, 7, 8, 8, 8, 8, 0, 7, 0, 0, 0, 0, 7, 0, 0, 3, 4, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0]	si
['6', '.', 'කන්තලේ', 'මහේස්ත්\u200dරාත්', 'නිල', 'නිවස', 'අලුත්වැඩියා', 'කිරීම']	['B-MISC', 'O', 'B-LOC', 'B-MISC', 'I-MISC', 'I-MISC', 'O', 'O']	6. කන්තලේ මහේස්ත්‍රාත් නිල නිවස අලුත්වැඩියා කිරීම	[7, 0, 5, 7, 8, 8, 0, 0]	si
['මෙහෙවර', 'නීති', 'ප්\u200dරතිසංස්කරණ', 'ප්\u200dරවර්ධනය', 'කිරීම', 'සඳහා', '1969', 'අංක', '3', 'දරන', 'නීති', 'කොමිෂන්', 'සභා', 'පනතේ', 'දක්වා', 'ඇති', 'කාර්ය', 'ක්\u200dරියාවේ', 'යෙදවීම', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O']	මෙහෙවර නීති ප්‍රතිසංස්කරණ ප්‍රවර්ධනය කිරීම සඳහා 1969 අංක 3 දරන නීති කොමිෂන් සභා පනතේ දක්වා ඇති කාර්ය ක්‍රියාවේ යෙදවීම.	[0, 0, 0, 0, 0, 0, 7, 8, 8, 8, 8, 8, 8, 8, 0, 0, 0, 0, 0, 0]	si
