text	label_text
a brain twister , less a movie-movie than a funny and weird meditation on hollywood , success , artistic integrity and intellectual bankruptcy .	neutral
let 's hope not .	neutral
it follows the blair witch formula for an hour , in which we 're told something creepy and vague is in the works , and then it goes awry in the final 30 minutes .	negative
an encouraging effort from mccrudden	positive
i was amused and entertained by the unfolding of bielinsky 's cleverly constructed scenario , and greatly impressed by the skill of the actors involved in the enterprise .	very positive
such master screenwriting comes courtesy of john pogue , the yale grad who previously gave us `` the skulls '' and last year 's `` rollerball . ''	very positive
initially gripping , eventually cloying pow drama .	positive
this is not a jackie chan movie .	negative
chamber of secrets will find millions of eager fans .	very positive
you can see the would-be surprises coming a mile away , and the execution of these twists is delivered with a hammer .	neutral
lacks the visual flair and bouncing bravado that characterizes better hip-hop clips and is content to recycle images and characters that were already tired 10 years ago .	negative
a timid , soggy near miss .	negative
a solidly constructed , entertaining thriller that stops short of true inspiration .	positive
a quiet family drama with a little bit of romance and a dose of darkness .	positive
smith examines the intimate , unguarded moments of folks who live in unusual homes -- which pop up in nearly every corner of the country .	positive
i admire it and yet can not recommend it , because it overstays its natural running time .	negative
thoroughly engrossing and ultimately tragic .	negative
i can analyze this movie in three words : thumbs friggin ' down .	very negative
if only it were , well , funnier .	negative
it is messy , uncouth , incomprehensible , vicious and absurd .	very negative
from its invitingly upbeat overture to its pathos-filled but ultimately life-affirming finale , martin is a masterfully conducted work .	positive
charly comes off as emotionally manipulative and sadly imitative of innumerable past love story derisions .	negative
kung pow seems like some futile concoction that was developed hastily after oedekerk and his fellow moviemakers got through crashing a college keg party .	very negative
its premise is smart , but the execution is pretty weary .	negative
an engrossing iranian film about two itinerant teachers and some lost and desolate people they encounter in a place where war has savaged the lives and liberties of the poor and the dispossessed .	positive
for those for whom the name woody allen was once a guarantee of something fresh , sometimes funny , and usually genuinely worthwhile , hollywood ending is a depressing experience	very negative
somewhere inside the mess that is world traveler , there is a mediocre movie trying to get out .	negative
first and foremost ... the reason to go see `` blue crush '' is the phenomenal , water-born cinematography by david hennings .	very positive
connoisseurs of chinese film will be pleased to discover that tian 's meticulous talent has not withered during his enforced hiatus .	positive
gaunt , silver-haired and leonine , -lrb- harris -rrb- brings a tragic dimension and savage full-bodied wit and cunning to the aging sandeman .	positive
left me with the visceral sensation of longing , lasting traces of charlotte 's web of desire and desperation .	positive
the problem with the bread , my sweet is that it 's far too sentimental .	negative
it may even fall into the category of films you love to hate .	neutral
combines a comically dismal social realism with a farcically bawdy fantasy of redemption and regeneration .	positive
like a less dizzily gorgeous companion to mr. wong 's in the mood for love -- very much a hong kong movie despite its mainland setting .	neutral
loud , chaotic and largely unfunny .	very negative
the main characters are simply named the husband , the wife and the kidnapper , emphasizing the disappointingly generic nature of the entire effort .	very negative
a movie to forget	negative
the film 's best trick is the way that it treats conspiracy as a kind of political blair witch , a monstrous murk that haunts us precisely because it can never be seen .	neutral
rife with nutty cliches and far too much dialogue .	negative
labute ca n't avoid a fatal mistake in the modern era : he 's changed the male academic from a lower-class brit to an american , a choice that upsets the novel 's exquisite balance and shreds the fabric of the film .	neutral
starts out with tremendous promise , introducing an intriguing and alluring premise , only to fall prey to a boatload of screenwriting cliches that sink it faster than a leaky freighter .	negative
a raunchy and frequently hilarious follow-up to the gifted korean american stand-up 's i 'm the one that i want .	positive
a completely spooky piece of business that gets under your skin and , some plot blips aside , stays there for the duration .	positive
an artful yet depressing film that makes a melodramatic mountain out of the molehill of a missing bike .	negative
the movie ends with outtakes in which most of the characters forget their lines and just utter ` uhhh , ' which is better than most of the writing in the movie .	negative
every five minutes or so , someone gets clocked .	neutral
if that does n't clue you in that something 's horribly wrong , nothing will .	very negative
this loud and thoroughly obnoxious comedy about a pair of squabbling working-class spouses is a deeply unpleasant experience .	very negative
it 's not an easy one to review .	negative
ultimately , in the history of the academy , people may be wondering what all that jazz was about `` chicago '' in 2002 .	negative
a puzzling experience .	neutral
the film has a terrific look and salma hayek has a feel for the character at all stages of her life .	very positive
what makes barbershop so likable , with all its flaws , is that it has none of the pushiness and decibel volume of most contemporary comedies .	positive
it pulls the rug out from under you , just when you 're ready to hate one character , or really sympathize with another character , something happens to send you off in different direction .	neutral
this is for the most part a useless movie , even with a great director at the helm .	negative
-lrb- reaches -rrb- wholly believable and heart-wrenching depths of despair .	positive
the film fearlessly gets under the skin of the people involved ... this makes it not only a detailed historical document , but an engaging and moving portrait of a subculture .	positive
gibney and jarecki just want to string the bastard up .	neutral
for a movie about the power of poetry and passion , there is precious little of either .	negative
unfortunately , we 'd prefer a simple misfire .	negative
when in doubt , the film ratchets up the stirring soundtrack , throws in a fish-out-of-water gag and lets the cliched dialogue rip .	neutral
... a true delight .	very positive
an awful snooze .	very negative
does n't really add up to much .	negative
an interesting psychological game of cat-and-mouse , three-dimensional characters and believable performances all add up to a satisfying crime drama .	very positive
a new film from bill plympton , the animation master , is always welcome .	very positive
watching `` ending '' is too often like looking over the outdated clothes and plastic knickknacks at your neighbor 's garage sale .	negative
a thriller made from a completist 's checklist rather than with a cultist 's passion .	neutral
cox offers plenty of glimpses at existing photos , but there are no movies of nijinsky , so instead the director treats us to an aimless hodgepodge .	very negative
may be the most undeserving victim of critical overkill since town and country .	neutral
its weighty themes are too grave for youngsters , but the story is too steeped in fairy tales and other childish things to appeal much to teenagers .	negative
nothing happens , and it happens to flat characters .	negative
leaves us wondering less about its ideas and more about its characterization of hitler and the contrived nature of its provocative conclusion .	negative
`` white oleander , '' the movie , is akin to a reader 's digest condensed version of the source material .	negative
high drama , disney-style - a wing and a prayer and a hunky has-been pursuing his castle in the sky .	positive
has its moments , but it 's pretty far from a treasure .	neutral
goes a long way on hedonistic gusto .	neutral
schnieder bounces around with limp wrists , wearing tight tummy tops and hip huggers , twirling his hair on his finger and assuming that 's enough to sustain laughs ...	negative
a wonderfully speculative character study that made up for its rather slow beginning by drawing me into the picture .	positive
matches neorealism 's impact by showing the humanity of a war-torn land filled with people who just want to live their lives .	neutral
the central character is n't complex enough to hold our interest .	neutral
it 's the kind of movie that , aside from robert altman , spike lee , the coen brothers and a few others , our moviemakers do n't make often enough .	very positive
the action sequences are fun and reminiscent of combat scenes from the star wars series .	positive
the work of an exhausted , desiccated talent who ca n't get out of his own way .	positive
the problem is that van wilder does little that is actually funny with the material .	negative
no cliche escapes the perfervid treatment of gang warfare called ces wild .	negative
acting can not be acted .	neutral
comes off like a bad imitation of the bard .	negative
the sweetest thing leaves an awful sour taste .	negative
it 's a great american adventure and a wonderful film to bring to imax .	very positive
resembles a soft porn brian de palma pastiche .	negative
the director and her capable cast appear to be caught in a heady whirl of new age-inspired good intentions , but the spell they cast is n't the least bit mesmerizing .	neutral
a movie that feels like the pilot episode of a new teen-targeted action tv series .	neutral
a uniquely sensual metaphorical dramatization of sexual obsession that spends a bit too much time on its fairly ludicrous plot .	positive
the sentimental cliches mar an otherwise excellent film .	positive
hollywood has taken quite a nosedive from alfred hitchcock 's imaginative flight to shyamalan 's self-important summer fluff .	negative
this is standard crime drama fare ... instantly forgettable and thoroughly dull .	very negative
you wo n't look at religious fanatics -- or backyard sheds -- the same way again .	neutral
the combination of lightness and strictness in this instance gives italian for beginners an amiable aimlessness that keeps it from seeming predictably formulaic .	neutral
eyre is on his way to becoming the american indian spike lee .	positive
in questioning the election process , payami graphically illustrates the problems of fledgling democracies , but also the strength and sense of freedom the iranian people already possess , with or without access to the ballot box .	positive
not bad , but not all that good .	neutral
there 's a scientific law to be discerned here that producers would be well to heed : mediocre movies start to drag as soon as the action speeds up ; when the explosions start , they fall to pieces .	very negative
borstal boy represents the worst kind of filmmaking , the kind that pretends to be passionate and truthful but is really frustratingly timid and soggy .	very negative
old people will love this movie , and i mean that in the nicest possible way : last orders will touch the heart of anyone old enough to have earned a 50-year friendship .	neutral
so genial is the conceit , this is one of those rare pictures that you root for throughout , dearly hoping that the rich promise of the script will be realized on the screen .	positive
the only entertainment you 'll derive from this choppy and sloppy affair will be from unintentional giggles -- several of them .	very negative
the good girl is a film in which the talent is undeniable but the results are underwhelming .	negative
more of the same old garbage hollywood has been trying to pass off as acceptable teen entertainment for some time now .	very negative
amazingly dopey .	positive
the christ allegory does n't work because there is no foundation for it	negative
romanek keeps adding flourishes -- artsy fantasy sequences -- that simply feel wrong .	negative
combines improbable melodrama -lrb- gored bullfighters , comatose ballerinas -rrb- with subtly kinky bedside vigils and sensational denouements , and yet at the end , we are undeniably touched .	positive
there 's a thin line between likably old-fashioned and fuddy-duddy , and the count of monte cristo ... never quite settles on either side .	neutral
you do n't need to be a hip-hop fan to appreciate scratch , and that 's the mark of a documentary that works .	positive
i 'm not sure which half of dragonfly is worse : the part where nothing 's happening , or the part where something 's happening , but it 's stupid .	very negative
writer\/director david caesar ladles on the local flavour with a hugely enjoyable film about changing times , clashing cultures and the pleasures of a well-made pizza .	very positive
the journey to the secret 's eventual discovery is a separate adventure , and thrill enough .	positive
roman polanski directs the pianist like a surgeon mends a broken heart ; very meticulously but without any passion .	negative
it 's soulful and unslick , and that 's apparently just what -lrb- aniston -rrb- has always needed to grow into a movie career .	very positive
like blended shades of lipstick , these components combine into one terrific story with lots of laughs .	very positive
devos delivers a perfect performance that captures the innocence and budding demons within a wallflower .	positive
has lost some of the dramatic conviction that underlies the best of comedies ...	negative
tells a fascinating , compelling story .	very positive
a plodding look at the french revolution through the eyes of aristocrats .	neutral
ah , what the hell .	neutral
like a comedian who starts off promisingly but then proceeds to flop , comedian runs out of steam after a half hour .	negative
... gripping and handsome execution , -lrb- but -rrb- there is n't much about k-19 that 's unique or memorable .	neutral
one of those films where the characters inhabit that special annex of hell where adults behave like kids , children behave like adults and everyone screams at the top of their lungs no matter what the situation .	negative
devotees of star trek ii : the wrath of khan will feel a nagging sense of deja vu , and the grandeur of the best next generation episodes is lacking .	negative
beautifully reclaiming the story of carmen and recreating it an in an african idiom .	positive
the punch lines that miss , unfortunately , outnumber the hits by three-to-one .	negative
michel piccoli 's moving performance is this films reason for being .	positive
read my lips is to be viewed and treasured for its extraordinary intelligence and originality as well as its lyrical variations on the game of love .	very positive
those seeking a definitive account of eisenstein 's life would do better elsewhere .	negative
yes , soar .	positive
as banal as the telling may be -- and at times , all my loved ones more than flirts with kitsch -- the tale commands attention .	positive
although frailty fits into a classic genre , in its script and execution it is a remarkably original work .	positive
it 's young guns meets goodfellas in this easily skippable hayseeds-vs .	neutral
naipaul fans may be disappointed .	negative
attal pushes too hard to make this a comedy or serious drama .	very negative
poignant and moving , a walk to remember is an inspirational love story , capturing the innocence and idealism of that first encounter .	very positive
in any case , i would recommend big bad love only to winger fans who have missed her since 1995 's forget paris .	negative
... by the time it 's done with us , mira nair 's new movie has its audience giddy with the delight of discovery , of having been immersed in a foreign culture only to find that human nature is pretty much the same all over .	very positive
the film will appeal to discovery channel fans and will surely widen the perspective of those of us who see the continent through rose-colored glasses .	neutral
you do n't want to call the cops .	neutral
if there 's a heaven for bad movies , deuces wild is on its way .	very negative
a huge box-office hit in korea , shiri is a must for genre fans .	positive
clint eastwood 's blood work is a lot like a well-made pb & j sandwich : familiar , fairly uneventful and boasting no real surprises -- but still quite tasty and inviting all the same .	positive
the thing about guys like evans is this : you 're never quite sure where self-promotion ends and the truth begins .	negative
i found myself growing more and more frustrated and detached as vincent became more and more abhorrent .	negative
it 's like an all-star salute to disney 's cheesy commercialism .	negative
`` the tuxedo '' should have been the vehicle for chan that `` the mask '' was for jim carrey .	neutral
like a bad improvisation exercise , the superficially written characters ramble on tediously about their lives , loves and the art they 're struggling to create .	very negative
i do n't even care that there 's no plot in this antonio banderas-lucy liu faceoff .	neutral
though her fans will assuredly have their funny bones tickled , others will find their humor-seeking dollars best spent elsewhere .	negative
the first fatal attraction was vile enough .	very negative
a sentimental but entirely irresistible portrait of three aging sisters .	positive
measured against practically any like-themed film other than its oscar-sweeping franchise predecessor the silence of the lambs , red dragon rates as an exceptional thriller .	very positive
and as with most late-night bull sessions , eventually the content is n't nearly as captivating as the rowdy participants think it is .	negative
... a quietly introspective portrait of the self-esteem of employment and the shame of losing a job ...	positive
garcia and the other actors help make the wobbly premise work .	positive
it 's just plain lurid when it is n't downright silly .	negative
friday after next is the kind of film that could only be made by african-americans because of its broad racial insensitivity towards african-americans .	negative
it is also beautifully acted .	very positive
this dubious product of a college-spawned -lrb- colgate u. -rrb- comedy ensemble known as broken lizard plays like a mix of cheech and chong and chips .	negative
it 's all gratuitous before long , as if schwentke were fulfilling a gross-out quota for an anticipated audience demographic instead of shaping the material to fit the story .	neutral
all three actresses are simply dazzling , particularly balk , who 's finally been given a part worthy of her considerable talents .	very positive
... a powerful sequel and one of the best films of the year .	very positive
it 's about individual moments of mood , and an aimlessness that 's actually sort of amazing .	very positive
a gift to anyone who loves both dance and cinema	positive
if all of eight legged freaks was as entertaining as the final hour , i would have no problem giving it an unqualified recommendation .	neutral
such a wildly uneven hit-and-miss enterprise , you ca n't help suspecting that it was improvised on a day-to-day basis during production .	negative
the cameo-packed , m : i-2-spoofing title sequence is the funniest 5 minutes to date in this spy comedy franchise ... then mike myers shows up and ruins everything .	neutral
the new film of anton chekhov 's the cherry orchard puts the ` ick ' in ` classic . '	negative
poor editing , bad bluescreen , and ultra-cheesy dialogue highlight the radical action .	very negative
if welles was unhappy at the prospect of the human race splitting in two , he probably would n't be too crazy with his great-grandson 's movie splitting up in pretty much the same way .	negative
passions , obsessions , and loneliest dark spots are pushed to their most virtuous limits , lending the narrative an unusually surreal tone .	positive
definitely a crowd-pleaser , but then , so was the roman colosseum .	positive
this story of a determined woman 's courage to find her husband in a war zone offers winning performances and some effecting moments .	positive
well made but uninvolving , bloodwork is n't a terrible movie , just a stultifyingly obvious one -- an unrewarding collar for a murder mystery .	negative
... expands the horizons of boredom to the point of collapse , turning into a black hole of dullness , from which no interesting concept can escape .	negative
as steamy as last week 's pork dumplings .	very negative
the story itself it mostly told through on-camera interviews with several survivors , whose riveting memories are rendered with such clarity that it 's as if it all happened only yesterday .	very positive
the movie is clever , offbeat and even gritty enough to overcome my resistance .	positive
another week , another gross-out college comedy -- ugh .	very negative
a laughable -- or rather , unlaughable -- excuse for a film .	very negative
but even with the two-wrongs-make-a-right chemistry between jolie and burns ... this otherwise appealing picture loses its soul to screenwriting for dummies conformity .	neutral
too silly to take seriously .	negative
low comedy does n't come much lower .	negative
it 's a very tasteful rock and roll movie .	positive
meticulously mounted , exasperatingly well-behaved film , which ticks off kahlo 's lifetime milestones with the dutiful precision of a tax accountant .	positive
davis ' candid , archly funny and deeply authentic take on intimate relationships comes to fruition in her sophomore effort .	positive
a fast paced and suspenseful argentinian thriller about the shadow side of play .	positive
all analyze that proves is that there is really only one movie 's worth of decent gags to be gleaned from the premise .	neutral
ultimately the , yes , snail-like pacing and lack of thematic resonance make the film more silly than scary , like some sort of martha stewart decorating program run amok .	very negative
sewer rats could watch this movie and be so skeeved out that they 'd need a shower .	very negative
hard to resist .	positive
there 's an excellent 90-minute film here ; unfortunately , it runs for 170 .	negative
director carl franklin , so crisp and economical in one false move , bogs down in genre cliches here .	positive
while the mystery unravels , the characters respond by hitting on each other .	neutral
like a precious and finely cut diamond , magnificent to behold in its sparkling beauty yet in reality it 's one tough rock .	positive
no cute factor here ... not that i mind ugly ; the problem is he has no character , loveable or otherwise .	very negative
suffers from its timid parsing of the barn-side target of sons trying to breach gaps in their relationships with their fathers .	negative
it 's a frankenstein-monster of a film that does n't know what it wants to be .	negative
an incredibly narrow in-joke targeted to the tiniest segment of an already obscure demographic .	negative
a knowing look at female friendship , spiked with raw urban humor .	positive
... begins on a high note and sustains it beautifully .	positive
the overall result is an intelligent , realistic portrayal of testing boundaries .	very positive
for a debut film , skin of man , heart of beast feels unusually assured .	neutral
quaid is utterly fearless as the tortured husband living a painful lie , and moore wonderfully underplays the long-suffering heroine with an unflappable '50s dignity somewhere between jane wyman and june cleaver .	positive
most of the problems with the film do n't derive from the screenplay , but rather the mediocre performances by most of the actors involved	very negative
a poignant comedy that offers food for thought .	very positive
deuces wild treads heavily into romeo and juliet\/west side story territory , where it plainly has no business going .	negative
there is no psychology here , and no real narrative logic -- just a series of carefully choreographed atrocities , which become strangely impersonal and abstract .	very negative
secretary manages a neat trick , bundling the flowers of perversity , comedy and romance into a strangely tempting bouquet of a movie .	very positive
everything about it from the bland songs to the colorful but flat drawings is completely serviceable and quickly forgettable .	negative
this fascinating experiment plays as more of a poetic than a strict reality , creating an intriguing species of artifice that gives the lady and the duke something of a theatrical air .	positive
a few pieces of the film buzz and whir ; very little of it actually clicks .	negative
ah-nuld 's action hero days might be over .	negative
the movie has a script -lrb- by paul pender -rrb- made of wood , and it 's relentlessly folksy , a procession of stagy set pieces stacked with binary oppositions .	very negative
the filmmakers ' eye for detail and the high standards of performance convey a strong sense of the girls ' environment .	positive
it also shows how deeply felt emotions can draw people together across the walls that might otherwise separate them .	positive
even accepting this in the right frame of mind can only provide it with so much leniency .	negative
it 's at once laughable and compulsively watchable , in its committed dumbness .	positive
they threw loads of money at an idea that should 've been so much more even if it was only made for teenage boys and wrestling fans .	negative
- west coast rap wars , this modern mob music drama never fails to fascinate .	positive
as part of mr. dong 's continuing exploration of homosexuality in america , family fundamentals is an earnest study in despair .	positive
a movie more to be prescribed than recommended -- as visually bland as a dentist 's waiting room , complete with soothing muzak and a cushion of predictable narrative rhythms .	very negative
all in all , brown sugar is a satisfying well-made romantic comedy that 's both charming and well acted .	very positive
represents a worthy departure from the culture clash comedies that have marked an emerging indian american cinema .	positive
so bland and utterly forgettable that it might as well have been titled generic jennifer lopez romantic comedy .	very negative
a comedy that swings and jostles to the rhythms of life .	positive
tian emphasizes the isolation of these characters by confining color to liyan 's backyard .	neutral
a stylish thriller .	very positive
constantly touching , surprisingly funny , semi-surrealist exploration of the creative act .	positive
this harrowing journey into combat hell vividly captures the chaotic insanity and personal tragedies that are all too abundant when human hatred spews forth unchecked .	neutral
an estrogen opera so intensely feminine that it serves as the antidote -lrb- and cannier doppelganger -rrb- to diesel 's xxx flex-a-thon .	neutral
birthday girl does n't try to surprise us with plot twists , but rather seems to enjoy its own transparency .	positive
meanders between its powerful moments .	neutral
with lines that feel like long soliloquies -- even as they are being framed in conversation -- max is static , stilted .	neutral
a poky and pseudo-serious exercise in sham actor workshops and an affected malaise .	very negative
that rare movie that works on any number of levels -- as a film of magic and whimsy for children , a heartfelt romance for teenagers and a compelling argument about death , both pro and con , for adults .	very positive
the universal theme of becoming a better person through love has never been filmed more irresistibly than in ` baran . '	very positive
there 's got to be a more graceful way of portraying the devastation of this disease .	negative
unfolds as one of the most politically audacious films of recent decades from any country , but especially from france .	positive
the rock is destined to be the 21st century 's new `` conan '' and that he 's going to make a splash even greater than arnold schwarzenegger , jean-claud van damme or steven segal .	positive
adults , other than the parents ... will be hard pressed to succumb to the call of the wild .	negative
here , alas , it collapses like an overcooked soufflé .	very negative
plays like one long , meandering sketch inspired by the works of john waters and todd solondz , rather than a fully developed story .	negative
snow dogs finds its humour in a black man getting humiliated by a pack of dogs who are smarter than him	negative
before it takes a sudden turn and devolves into a bizarre sort of romantic comedy , steven shainberg 's adaptation of mary gaitskill 's harrowing short story ... is a brilliantly played , deeply unsettling experience .	positive
there 's not much to fatale , outside of its stylish surprises ... but that 's ok .	neutral
... very funny , very enjoyable ...	very positive
it 's a boom-box of a movie that might have been titled ` the loud and the ludicrous ' ... the pandering to a moviegoing audience dominated by young males is all too calculated .	neutral
there ai n't a lot more painful than an unfunny movie that thinks it 's hilarious .	neutral
the hackneyed story about an affluent damsel in distress who decides to fight her bully of a husband is simply too overdone .	negative
... with the gifted pearce on hand to keep things on semi-stable ground dramatically , this retooled machine is ultimately effective enough at achieving the modest , crowd-pleasing goals it sets for itself .	very positive
much like its easily dismissive take on the upscale lifestyle , there is n't much there here .	very negative
lathan and diggs carry the film with their charisma , and both exhibit sharp comic timing that makes the more hackneyed elements of the film easier to digest .	positive
he has improved upon the first and taken it a step further , richer and deeper .	positive
it 's a testament to de niro and director michael caton-jones that by movie 's end , we accept the characters and the film , flaws and all .	positive
this method almost never fails him , and it works superbly here .	very positive
a respectable venture on its own terms , lacking the broader vision that has seen certain trek films ... cross over to a more mainstream audience .	neutral
it 's technically sumptuous but also almost wildly alive .	very positive
a characteristically engorged and sloppy coming-of-age movie .	negative
sometimes we feel as if the film careens from one colorful event to another without respite , but sometimes it must have seemed to frida kahlo as if her life did , too .	neutral
the story , touching though it is , does not quite have enough emotional resonance or variety of incident to sustain a feature , and even at 85 minutes it feels a bit long .	neutral
often likable , but just as often it 's meandering , low on energy , and too eager to be quirky at moments when a little old-fashioned storytelling would come in handy .	positive
rob schneider 's infantile cross-dressing routines fill the hot chick , the latest gimmick from this unimaginative comedian .	very negative
... the tale of her passionate , tumultuous affair with musset unfolds as sand 's masculine persona , with its love of life and beauty , takes form .	positive
aimed squarely at the least demanding of demographic groups : very small children who will be delighted simply to spend more time with familiar cartoon characters .	neutral
it 's so devoid of joy and energy it makes even jason x ... look positively shakesperean by comparison .	very negative
a hypnotic portrait of this sad , compulsive life .	positive
an ugly , pointless , stupid movie .	very negative
a fascinating , unnerving examination of the delusions of one unstable man .	positive
a smart little indie .	positive
a big meal of cliches that the talented cast generally chokes on .	negative
... what a banal bore the preachy circuit turns out to be	very negative
goes on and on to the point of nausea .	negative
i have a new favorite musical -- and i 'm not even a fan of the genre	positive
master of disguise runs for only 71 minutes and feels like three hours .	very negative
you 'll feel like you ate a reeses without the peanut butter ... '	negative
easily one of the best and most exciting movies of the year .	very positive
despite the surface attractions -- conrad l. hall 's cinematography will likely be nominated for an oscar next year -- there 's something impressive and yet lacking about everything .	positive
broder 's screenplay is shallow , offensive and redundant , with pitifully few real laughs .	negative
looks more like a travel-agency video targeted at people who like to ride bikes topless and roll in the mud than a worthwhile glimpse of independent-community guiding lights .	very negative
that 's why sex and lucia is so alluring .	positive
after an hour and a half of wondering -- sometimes amusedly , sometimes impatiently -- just what this strenuously unconventional movie is supposed to be , you discover that the answer is as conventional as can be .	negative
nettelbeck ... has a pleasing way with a metaphor .	positive
a puzzle whose pieces do not fit .	negative
a bit of a downer and a little over-dramatic at times , but this is a beautiful film for people who like their romances to have that french realism .	positive
after the first 10 minutes , which is worth seeing , the movie sinks into an abyss of clichés , depression and bad alternative music .	negative
not everything in this ambitious comic escapade works , but coppola , along with his sister , sofia , is a real filmmaker .	positive
it 's fun , but it 's a real howler .	positive
even through its flaws , revolution # 9 proves to be a compelling , interestingly told film .	positive
just the labour involved in creating the layered richness of the imagery in this chiaroscuro of madness and light is astonishing .	very positive
the case is a convincing one , and should give anyone with a conscience reason to pause .	very positive
no such thing breaks no new ground and treads old turf like a hippopotamus ballerina .	negative
when twentysomething hotsies make movies about their lives , hard-driving narcissism is a given , but what a world we 'd live in if argento 's hollywood counterparts ... had this much imagination and nerve .	positive
on its own , big trouble could be considered a funny little film .	positive
-lrb- reynolds -rrb- takes a classic story , casts attractive and talented actors and uses a magnificent landscape to create a feature film that is wickedly fun to watch .	very positive
... a preachy parable stylized with a touch of john woo bullet ballet .	neutral
if you 're content with a clever pseudo-bio that manages to have a good time as it doles out pieces of the famous director 's life , eisenstein delivers .	positive
it 's too bad nothing else is .	neutral
this is the kind of subject matter that could so easily have been fumbled by a lesser filmmaker , but ayres makes the right choices at every turn .	positive
probes in a light-hearted way the romantic problems of individuals for whom the yearning for passion spells discontent .	positive
it made me realize that we really have n't had a good cheesy b-movie playing in theaters since ... well ... since last week 's reign of fire .	negative
ultimately this is a frustrating patchwork : an uneasy marriage of louis begley 's source novel -lrb- about schmidt -rrb- and an old payne screenplay .	negative
... once the true impact of the day unfolds , the power of this movie is undeniable .	very positive
this time , the hype is quieter , and while the movie is slightly less successful than the first , it 's still a rollicking good time for the most part .	positive
nothing more than a stifling morality tale dressed up in peekaboo clothing .	negative
this is the sort of low-grade dreck that usually goes straight to video -- with a lousy script , inept direction , pathetic acting , poorly dubbed dialogue and murky cinematography , complete with visible boom mikes .	very negative
every joke is repeated at least four times .	negative
the gags , and the script , are a mixed bag .	negative
and adults will at least have a dream image of the west to savor whenever the film 's lamer instincts are in the saddle .	negative
the best film of the year 2002 .	positive
blisteringly rude , scarily funny , sorrowfully sympathetic to the damage it surveys , the film has in kieran culkin a pitch-perfect holden .	very positive
you might be shocked to discover that seinfeld 's real life is boring .	neutral
the first shocking thing about sorority boys is that it 's actually watchable .	positive
a movie i loved on first sight and , even more important , love in remembrance .	very positive
an overstylized , puréed mélange of sex , psychology , drugs and philosophy .	negative
this is a movie full of grace and , ultimately , hope .	very positive
solondz creates some effective moments of discomfort for character and viewer alike .	neutral
a documentary to make the stones weep -- as shameful as it is scary .	negative
most haunting about `` fence '' is its conclusion , when we hear the ultimate fate of these girls and realize , much to our dismay , that this really did happen .	very positive
starts out ballsy and stylish but fails to keep it up and settles into clichés .	negative
the film feels formulaic , its plot and pacing typical hollywood war-movie stuff , while the performances elicit more of a sense of deja vu than awe .	very negative
-lrb- i -rrb- t 's certainly laudable that the movie deals with hot-button issues in a comedic context , but barbershop is n't as funny as it should be .	negative
but the second half of the movie really goes downhill .	very negative
a well paced and satisfying little drama that deserved better than a ` direct-to-video ' release .	very positive
merci pour le movie .	neutral
this misty-eyed southern nostalgia piece , in treading the line between sappy and sanguine , winds up mired in tear-drenched quicksand .	negative
... a ho-hum affair , always watchable yet hardly memorable .	neutral
the only fun part of the movie is playing the obvious game .	negative
an inconsequential , barely there bit of piffle .	negative
although fairly involving as far as it goes , the film does n't end up having much that is fresh to say about growing up catholic or , really , anything .	negative
an engrossing story that combines psychological drama , sociological reflection , and high-octane thriller .	very positive
a gripping drama .	very positive
it picked me up , swung me around , and dropped me back in my seat with more emotional force than any other recent film .	very positive
barrels along at the start before becoming mired in sentimentality .	neutral
the pleasures that it does afford may be enough to keep many moviegoers occupied amidst some of the more serious-minded concerns of other year-end movies .	positive
its inescapable absurdities are tantamount to insulting the intelligence of anyone who has n't been living under a rock -lrb- since sept. 11 -rrb- .	negative
a pretty decent kid-pleasing , tolerable-to-adults lark of a movie .	positive
a disturbing examination of what appears to be the definition of a ` bad ' police shooting .	neutral
as i settled into my world war ii memories , i found myself strangely moved by even the corniest and most hackneyed contrivances .	positive
the movie generates plot points with a degree of randomness usually achieved only by lottery drawing .	negative
presents a good case while failing to provide a reason for us to care beyond the very basic dictums of human decency .	neutral
classic cinema served up with heart and humor	very positive
there may have been a good film in `` trouble every day , '' but it is not what is on the screen .	negative
the result is an ` action film ' mired in stasis .	negative
that 's because relatively nothing happens .	negative
an authentically vague , but ultimately purposeless , study in total pandemonium .	negative
but they do n't fit well together and neither is well told .	negative
like most movies about the pitfalls of bad behavior ... circuit gets drawn into the party .	negative
with dirty deeds , david caesar has stepped into the mainstream of filmmaking with an assurance worthy of international acclaim and with every cinematic tool well under his control -- driven by a natural sense for what works on screen .	very positive
oddly , the film is n't nearly as downbeat as it sounds , but strikes a tone that 's alternately melancholic , hopeful and strangely funny .	positive
i 've never seen or heard anything quite like this film , and i recommend it for its originality alone .	very positive
in capturing the understated comedic agony of an ever-ruminating , genteel yet decadent aristocracy that can no longer pay its bills , the film could just as well be addressing the turn of the 20th century into the 21st .	neutral
when the movie mixes the cornpone and the cosa nostra , it finds a nice rhythm .	positive
a virtual roller-coaster ride of glamour and sleaze .	neutral
... there 's a choppy , surface-effect feeling to the whole enterprise .	negative
it 's funny , touching , dramatically forceful , and beautifully shot .	very positive
a good documentary can make interesting a subject you thought would leave you cold .	positive
this is a children 's film in the truest sense .	positive
a very funny romantic comedy about two skittish new york middle-agers who stumble into a relationship and then struggle furiously with their fears and foibles .	positive
if h.g. wells had a time machine and could take a look at his kin 's reworked version , what would he say ?	neutral
