tokens	pos_tags	chunk_tags	ner_tags	text	tags
['Lotte', '1', 'OB', '0*']	[22, 11, 15, 11]	[11, 12, 13, 11]	[1, 0, 3, 0]	Lotte 1 OB 0*	['B-PER', 'O', 'B-ORG', 'O']
['Graafschap', 'Doetinchem', '3', 'RKC', 'Waalwijk', '2']	[22, 22, 11, 22, 22, 11]	[11, 12, 12, 12, 12, 12]	[3, 4, 0, 3, 4, 0]	Graafschap Doetinchem 3 RKC Waalwijk 2	['B-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'O']
['Following', 'are', 'highlights', 'of', 'stories', 'in', 'the', 'Irish', 'press', 'on', 'Friday', '.']	[39, 41, 42, 15, 24, 15, 12, 22, 21, 15, 22, 7]	[21, 21, 22, 13, 11, 13, 11, 12, 12, 13, 11, 0]	[0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0]	Following are highlights of stories in the Irish press on Friday.	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O']
['She', 'later', 'suffered', 'heart', 'failure', 'and', 'was', 'diagnosed', 'with', 'malaria', '.']	[28, 30, 38, 21, 21, 10, 38, 40, 15, 21, 7]	[11, 3, 21, 11, 12, 0, 21, 22, 13, 11, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	She later suffered heart failure and was diagnosed with malaria.	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['MOTOR', 'RACING', '-', 'BELGIAN', 'GRAND', 'PRIX', 'GRID', 'POSITIONS', '.']	[22, 22, 8, 22, 22, 22, 22, 24, 7]	[11, 12, 0, 11, 12, 12, 12, 12, 0]	[0, 0, 0, 7, 8, 8, 0, 0, 0]	MOTOR RACING - BELGIAN GRAND PRIX GRID POSITIONS.	['O', 'O', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'O', 'O', 'O']
['Sidhu', 'was', 'not', 'considered', 'for', 'the', 'four-nation', 'Singer', 'Cup', 'beginning', 'in', 'Sri', 'Lanka', 'this', 'month', 'and', 'the', 'Sahara', 'Cup', 'against', 'Pakistan', 'scheduled', 'to', 'be', 'played', 'in', 'Canada', 'next', 'month', '.']	[21, 38, 30, 40, 15, 12, 21, 22, 22, 39, 15, 22, 22, 12, 21, 10, 12, 22, 22, 15, 22, 40, 35, 37, 40, 15, 22, 16, 21, 7]	[11, 21, 22, 22, 13, 11, 12, 12, 12, 13, 13, 11, 12, 11, 12, 0, 11, 12, 12, 13, 11, 21, 22, 22, 22, 13, 11, 11, 12, 0]	[1, 0, 0, 0, 0, 0, 0, 7, 8, 0, 0, 5, 6, 0, 0, 0, 0, 7, 8, 0, 5, 0, 0, 0, 0, 0, 5, 0, 0, 0]	Sidhu was not considered for the four-nation Singer Cup beginning in Sri Lanka this month and the Sahara Cup against Pakistan scheduled to be played in Canada next month.	['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O']
['Quarter', 'ended', 'June', '30', 'Six', 'Months', 'ended', 'June', '30']	[21, 38, 22, 11, 11, 24, 38, 22, 11]	[11, 21, 11, 12, 12, 12, 21, 11, 12]	[0, 0, 0, 0, 0, 0, 0, 0, 0]	Quarter ended June 30 Six Months ended June 30	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Standings', '(', 'tabulated', 'under', 'played', ',', 'won', ',', 'drawn', ',', 'lost', ',', 'points']	[24, 4, 40, 15, 16, 6, 38, 6, 40, 6, 38, 6, 42]	[11, 0, 21, 13, 11, 0, 21, 21, 22, 0, 21, 0, 21]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	Standings (tabulated under played, won, drawn, lost, points	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Natasha', 'Zvereva', '(', 'Belarus', ')', 'beat', 'Virginia', 'Ruano-Pascual', '(', 'Spain', ')', '6']	[21, 22, 4, 22, 5, 37, 22, 22, 4, 22, 5, 11]	[11, 12, 0, 11, 0, 21, 11, 12, 0, 11, 0, 11]	[1, 2, 0, 5, 0, 0, 1, 2, 0, 5, 0, 0]	Natasha Zvereva (Belarus) beat Virginia Ruano-Pascual (Spain) 6	['B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O']
"['Tsang', ',', 'who', 'made', 'the', 'remarks', 'during', 'a', 'visit', 'to', 'New', 'Zealand', ',', 'also', 'spoke', 'strongly', 'in', 'favour', 'of', 'keeping', 'the', 'Hong', 'Kong', 'dollar', 'pegged', 'to', 'its', 'U.S.', 'counterpart', ',', 'and', 'said', 'negotiations', 'with', 'China', 'on', 'next', 'year', ""'s"", 'budget', 'were', 'going', 'smoothly', '.']"	[21, 6, 44, 38, 12, 24, 15, 12, 21, 35, 22, 22, 6, 30, 38, 30, 15, 21, 15, 39, 12, 22, 22, 21, 40, 35, 29, 22, 21, 6, 10, 38, 24, 15, 22, 15, 16, 21, 27, 21, 38, 39, 30, 7]	[11, 0, 11, 21, 11, 12, 13, 11, 12, 13, 11, 12, 0, 3, 21, 3, 13, 11, 13, 21, 11, 12, 12, 12, 21, 13, 11, 12, 12, 0, 0, 21, 11, 13, 11, 13, 11, 12, 11, 12, 21, 22, 3, 0]	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]	Tsang, who made the remarks during a visit to New Zealand, also spoke strongly in favour of keeping the Hong Kong dollar pegged to its U.S. counterpart, and said negotiations with China on next year's budget were going smoothly.	['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['PITTSBURGH', '55', '73', '.430', '13']	[24, 11, 11, 11, 11]	[11, 12, 12, 12, 12]	[3, 0, 0, 0, 0]	PITTSBURGH 55 73 .430 13	['B-ORG', 'O', 'O', 'O', 'O']
['The', 'precise', 'reason', 'for', 'the', 'call', 'was', 'not', 'immediately', 'clear', '.']	[12, 16, 21, 15, 12, 21, 38, 30, 30, 37, 7]	[11, 12, 12, 13, 11, 12, 21, 22, 22, 22, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	The precise reason for the call was not immediately clear.	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Aluminum', ':', 'Western', 'grade', '3.25-3.75', 'cents', '/', 'pound']	[21, 8, 16, 21, 11, 24, 34, 21]	[11, 0, 11, 12, 12, 12, 0, 11]	[0, 0, 7, 0, 0, 0, 0, 0]	Aluminum: Western grade 3.25-3.75 cents / pound	['O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O']
['KABUL', '1996-08-27']	[21, 11]	[11, 12]	[5, 0]	KABUL 1996-08-27	['B-LOC', 'O']
['8.', 'Isaac', 'Galvez-Lopez', '-', 'Juan', 'Llaneras', '(', 'Spain', ')', '11']	[22, 22, 22, 8, 22, 22, 4, 22, 5, 11]	[11, 12, 12, 0, 11, 12, 0, 11, 0, 11]	[0, 1, 2, 0, 1, 2, 0, 5, 0, 0]	8. Isaac Galvez-Lopez - Juan Llaneras (Spain) 11	['O', 'B-PER', 'I-PER', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O']
['Cologne', '4', '3', '0', '1', '7', '3', '9']	[22, 11, 11, 11, 11, 11, 11, 11]	[11, 12, 12, 12, 12, 12, 12, 12]	[3, 0, 0, 0, 0, 0, 0, 0]	Cologne 4 3 0 1 7 3 9	['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Shr', 'C$', '0.12', 'C$', '0.15']	[22, 3, 11, 3, 11]	[11, 12, 12, 11, 12]	[0, 7, 0, 7, 0]	Shr C$0.12 C$0.15	['O', 'B-MISC', 'O', 'B-MISC', 'O']
['LONDON', '1996-08-25']	[22, 11]	[11, 12]	[5, 0]	LONDON 1996-08-25	['B-LOC', 'O']
['Reuters', 'has', 'not', 'verified', 'these', 'stories', 'and', 'does', 'not', 'vouch', 'for', 'their', 'accuracy', '.']	[22, 42, 30, 40, 12, 24, 10, 42, 30, 21, 15, 29, 21, 7]	[11, 21, 22, 22, 11, 12, 0, 21, 22, 11, 13, 11, 12, 0]	[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	Reuters has not verified these stories and does not vouch for their accuracy.	['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Beaver', 'once', 'worked', 'for', 'the', 'U.S.', 'Navy', 'and', 'Sake', 'is', 'an', 'amusement', 'park', 'veteran', '.']	[22, 30, 38, 15, 12, 22, 22, 10, 14, 42, 12, 21, 21, 21, 7]	[11, 3, 21, 13, 11, 12, 12, 12, 12, 21, 11, 12, 12, 12, 0]	[1, 0, 0, 0, 0, 3, 4, 0, 1, 0, 0, 0, 0, 0, 0]	Beaver once worked for the U.S. Navy and Sake is an amusement park veteran.	['B-PER', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O']
['International', 'Philippine', 'coconut', 'oil', 'prices', 'as', 'reported', 'by', 'the', 'United', 'Coconut', 'Associations', 'of', 'the', 'Philippines', '(', 'dollars', 'per', 'tonne', 'cif', 'Europe', ')', '.']	[22, 22, 21, 21, 24, 15, 40, 15, 12, 22, 22, 22, 15, 12, 23, 4, 24, 15, 21, 21, 22, 5, 7]	[11, 12, 12, 12, 12, 17, 21, 13, 11, 12, 12, 12, 13, 11, 12, 0, 11, 13, 11, 12, 12, 0, 0]	[3, 4, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 4, 4, 4, 0, 0, 0, 0, 0, 5, 0, 0]	International Philippine coconut oil prices as reported by the United Coconut Associations of the Philippines (dollars per tonne cif Europe).	['B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O']
"['first', 'division', 'after', 'Saturday', ""'s"", 'matches', ':']"	[16, 21, 15, 22, 27, 24, 8]	[11, 12, 13, 11, 11, 12, 0]	[0, 0, 0, 0, 0, 0, 0]	first division after Saturday's matches:	['O', 'O', 'O', 'O', 'O', 'O', 'O']
['Fall', 'of', 'wickets', ':', '1-64', '2-85', '3-116', '4-205', '5-248', '6-273', '7-283']	[21, 15, 21, 8, 11, 11, 11, 11, 11, 11, 11]	[11, 13, 11, 0, 11, 12, 12, 12, 12, 3, 11]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	Fall of wickets: 1-64 2-85 3-116 4-205 5-248 6-273 7-283	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['SOCCER', '-', 'PARMA', ',', 'ROMA', 'AND', 'UDINESE', 'OUT', 'OF', 'ITALIAN', 'CUP', '.']	[21, 8, 14, 6, 22, 10, 16, 21, 15, 16, 22, 7]	[11, 0, 11, 0, 11, 12, 12, 12, 13, 0, 11, 0]	[0, 0, 3, 0, 3, 0, 3, 0, 0, 7, 8, 0]	SOCCER - PARMA, ROMA AND UDINESE OUT OF ITALIAN CUP.	['O', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'O', 'B-MISC', 'I-MISC', 'O']
['Bourlet', 'said', 'between', '300', 'and', '400', 'paedophile', 'porn', 'video', 'tapes', 'had', 'been', 'seized', ',', 'some', 'of', 'which', 'featured', 'Dutroux', '.']	[22, 38, 15, 11, 10, 11, 16, 16, 21, 24, 38, 40, 40, 6, 12, 15, 43, 38, 22, 7]	[11, 21, 13, 11, 12, 12, 12, 12, 12, 12, 21, 22, 22, 0, 11, 13, 11, 21, 11, 0]	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]	Bourlet said between 300 and 400 paedophile porn video tapes had been seized, some of which featured Dutroux.	['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O']
['6-7', '(', '3-7', ')', '6-4', '6-4']	[16, 4, 11, 5, 11, 11]	[11, 0, 11, 0, 11, 12]	[0, 0, 0, 0, 0, 0]	6-7 (3-7) 6-4 6-4	['O', 'O', 'O', 'O', 'O', 'O']
['Allen', 'said', 'the', 'commission', 'could', 'announce', 'the', 'names', 'of', 'subpoenaed', 'persons', 'on', 'Monday', 'next', 'week', '.']	[22, 38, 12, 21, 20, 37, 12, 24, 15, 16, 24, 15, 22, 16, 21, 7]	[11, 21, 11, 12, 21, 22, 11, 12, 13, 11, 12, 13, 11, 11, 12, 0]	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	Allen said the commission could announce the names of subpoenaed persons on Monday next week.	['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['1', '-', 'Steffi', 'Graf', '(', 'Germany', ')', 'beat', 'Karin', 'Kschwendt', '(', 'Austria', ')', '6-2', '6-1']	[11, 8, 22, 22, 4, 22, 5, 37, 22, 22, 4, 22, 5, 11, 16]	[11, 12, 12, 12, 0, 11, 0, 21, 11, 12, 0, 11, 0, 11, 3]	[0, 0, 1, 2, 0, 5, 0, 0, 1, 2, 0, 5, 0, 0, 0]	1 - Steffi Graf (Germany) beat Karin Kschwendt (Austria) 6-2 6-1	['O', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'O']
['St', 'Helens', 'secured', 'the', 'two', 'points', 'they', 'needed', 'in', 'the', 'last', 'game', 'of', 'the', 'season', 'at', 'Knowsley', 'Road', 'to', 'win', 'their', 'first', 'championship', 'since', '1975', 'and', 'their', 'first', 'double', 'since', '1966', '.']	[22, 22, 40, 12, 11, 24, 28, 38, 15, 12, 16, 21, 15, 12, 21, 15, 22, 22, 35, 37, 29, 16, 21, 15, 11, 10, 29, 16, 16, 15, 11, 7]	[11, 12, 21, 11, 12, 12, 11, 21, 13, 11, 12, 12, 13, 11, 12, 13, 11, 12, 21, 22, 11, 12, 12, 13, 11, 0, 11, 12, 12, 13, 11, 0]	[3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	St Helens secured the two points they needed in the last game of the season at Knowsley Road to win their first championship since 1975 and their first double since 1966.	['B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Attendance', ':', '1,500', '.']	[21, 8, 19, 7]	[11, 0, 9, 0]	[0, 0, 0, 0]	Attendance: 1,500.	['O', 'O', 'O', 'O']
['The', 'line-up', 'would', 'not', 'be', 'announced', 'until', 'shortly', 'before', 'the', 'start', ',', 'Markgraaff', 'said', '.']	[12, 21, 20, 30, 37, 40, 15, 30, 15, 12, 21, 6, 22, 38, 7]	[11, 12, 21, 22, 22, 22, 17, 3, 13, 11, 12, 0, 11, 21, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]	The line-up would not be announced until shortly before the start, Markgraaff said.	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O']
['Ministry', 'spokesman', 'Ryszard', 'Hincza', 'told', 'the', 'Polish', 'agency', 'the', 'services', 'would', 'work', 'together', 'against', 'mafia-style', 'groups', ',', 'drug', 'smuggling', 'and', 'illegal', 'trade', 'in', 'arms', 'and', 'radioactive', 'materials', '.']	[22, 21, 22, 22, 38, 12, 16, 21, 12, 24, 20, 37, 30, 15, 16, 24, 6, 21, 21, 10, 16, 21, 15, 24, 10, 16, 24, 7]	[11, 12, 12, 12, 21, 11, 12, 12, 11, 12, 21, 22, 3, 13, 11, 12, 0, 11, 12, 12, 12, 12, 13, 11, 0, 11, 12, 0]	[0, 0, 1, 2, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	Ministry spokesman Ryszard Hincza told the Polish agency the services would work together against mafia-style groups, drug smuggling and illegal trade in arms and radioactive materials.	['O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['China', 'copper', 'stocks', 'owned', 'by', 'state', 'reserve', '-', 'trade', '.']	[22, 21, 24, 40, 15, 21, 21, 8, 37, 7]	[11, 12, 12, 21, 13, 11, 12, 0, 21, 0]	[5, 0, 0, 0, 0, 0, 0, 0, 0, 0]	China copper stocks owned by state reserve - trade.	['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['The', 'strike', 'will', 'have', 'little', 'effect', 'on', 'the', 'Israeli', 'economy', 'while', 'hurting', 'Palestinian', 'merchants', 'in', 'East', 'Jerusalem', 'and', 'Bethlehem', 'who', 'cater', 'to', 'the', 'tourist', 'trade', '.']	[12, 21, 20, 37, 16, 21, 15, 12, 16, 21, 15, 39, 16, 24, 15, 22, 22, 10, 22, 44, 41, 35, 12, 21, 21, 7]	[11, 12, 21, 22, 11, 12, 13, 11, 12, 12, 17, 21, 11, 12, 13, 11, 12, 12, 12, 11, 21, 13, 11, 12, 12, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 5, 6, 0, 5, 0, 0, 0, 0, 0, 0, 0]	The strike will have little effect on the Israeli economy while hurting Palestinian merchants in East Jerusalem and Bethlehem who cater to the tourist trade.	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['He', 'also', 'manages', 'and', 'occasionally', 'plays', 'for', 'one', 'of', 'the', 'leading', 'local', 'soccer', 'teams', '.']	[28, 30, 42, 10, 30, 42, 15, 11, 15, 12, 39, 16, 21, 24, 7]	[11, 3, 21, 0, 21, 22, 13, 11, 13, 11, 12, 12, 12, 12, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	He also manages and occasionally plays for one of the leading local soccer teams.	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Worcestershire', '13', '3', '3', '7', '33', '48', '150']	[22, 11, 11, 11, 11, 11, 11, 11]	[11, 12, 12, 12, 12, 12, 12, 11]	[3, 0, 0, 0, 0, 0, 0, 0]	Worcestershire 13 3 3 7 33 48 150	['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['At', 'Northampton', ':', 'Sussex', '389', '(', 'N.', 'Lenham', '145', ',', 'V.', 'Drakes', '59', ',']	[15, 22, 8, 22, 11, 4, 22, 22, 11, 6, 22, 23, 11, 6]	[13, 11, 0, 11, 12, 0, 11, 12, 12, 0, 11, 12, 12, 0]	[0, 5, 0, 3, 0, 0, 1, 2, 0, 0, 1, 2, 0, 0]	At Northampton: Sussex 389 (N. Lenham 145, V. Drakes 59,	['O', 'B-LOC', 'O', 'B-ORG', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O']
['The', 'decline', 'is', 'all', 'the', 'worse', 'for', 'people', 'who', 'recall', 'wasteful', 'Soviet', 'times', ',', 'when', 'the', 'Kremlin', 'imported', 'grain', 'but', 'priced', 'bread', 'so', 'cheaply', 'that', 'people', 'bought', 'it', 'to', 'feed', 'their', 'pigs', '.']	[12, 21, 42, 26, 12, 17, 15, 24, 44, 41, 16, 16, 24, 6, 46, 12, 22, 38, 21, 10, 40, 21, 30, 30, 15, 24, 38, 28, 35, 37, 29, 24, 7]	[11, 12, 21, 11, 12, 12, 13, 11, 11, 21, 11, 12, 12, 0, 3, 11, 12, 21, 11, 0, 21, 11, 3, 4, 17, 11, 21, 11, 21, 22, 11, 12, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	The decline is all the worse for people who recall wasteful Soviet times, when the Kremlin imported grain but priced bread so cheaply that people bought it to feed their pigs.	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Banik', 'Ostrava', '3', 'FK', 'Teplice', '1']	[22, 22, 11, 22, 22, 11]	[11, 12, 12, 12, 12, 12]	[3, 4, 0, 3, 4, 0]	Banik Ostrava 3 FK Teplice 1	['B-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'O']
['The', 'chairman', 'of', 'national', 'carrier', 'EgyptAir', 'on', 'Thursday', 'blamed', 'the', 'control', 'tower', 'at', 'Istanbul', 'airport', 'for', 'the', 'EgyptAir', 'plane', 'accident', '.']	[12, 21, 15, 16, 21, 22, 15, 22, 38, 12, 21, 21, 15, 22, 21, 15, 12, 22, 21, 21, 7]	[11, 12, 13, 11, 12, 12, 13, 11, 21, 11, 12, 12, 13, 11, 12, 13, 11, 12, 12, 12, 0]	[0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0]	The chairman of national carrier EgyptAir on Thursday blamed the control tower at Istanbul airport for the EgyptAir plane accident.	['O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O']
['matches', 'in', 'the', 'Brazilian', 'soccer', 'championship', '.']	[24, 15, 12, 16, 21, 21, 7]	[11, 13, 11, 12, 12, 12, 0]	[0, 0, 0, 7, 0, 0, 0]	matches in the Brazilian soccer championship.	['O', 'O', 'O', 'B-MISC', 'O', 'O', 'O']
"['SOCCER', '-', 'NEUCHATEL', 'TO', 'APPEAL', 'AGAINST', 'CYPRIEN', ""'S"", 'NINE-MONTH', 'BAN', '.']"	[21, 8, 22, 35, 22, 22, 21, 27, 22, 22, 7]	[11, 0, 11, 13, 11, 12, 12, 11, 12, 12, 0]	[0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0]	SOCCER - NEUCHATEL TO APPEAL AGAINST CYPRIEN'S NINE-MONTH BAN.	['O', 'O', 'B-ORG', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O']
['PRESS', 'DIGEST', '-', 'Bosnia', '-', 'Aug', '22', '.']	[24, 37, 8, 22, 8, 22, 11, 7]	[11, 21, 0, 11, 0, 11, 12, 0]	[0, 0, 0, 5, 0, 0, 0, 0]	PRESS DIGEST - Bosnia - Aug 22.	['O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O']
['Corinthians', '4', '1', '1', '2', '1', '3', '4']	[24, 11, 11, 11, 11, 11, 11, 11]	[11, 12, 12, 12, 12, 12, 12, 12]	[3, 0, 0, 0, 0, 0, 0, 0]	Corinthians 4 1 1 2 1 3 4	['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['The', 'PUK', 'said', 'it', 'had', 'received', 'confirmed', 'reports', 'that', 'Iraqi', 'troops', ',', 'supported', 'by', 'tanks', ',', 'artillery', 'and', 'armoured', 'vehicles', ',', 'have', 'already', 'penetrated', 'some', 'Kurdish', 'areas', '.']	[12, 23, 38, 28, 38, 40, 40, 24, 15, 16, 24, 6, 40, 15, 24, 6, 21, 10, 40, 24, 6, 41, 30, 38, 12, 16, 24, 7]	[11, 12, 21, 11, 21, 22, 22, 11, 17, 11, 12, 0, 21, 13, 11, 12, 12, 0, 11, 12, 0, 21, 22, 22, 11, 12, 12, 0]	[0, 3, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0]	The PUK said it had received confirmed reports that Iraqi troops, supported by tanks, artillery and armoured vehicles, have already penetrated some Kurdish areas.	['O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O']
['Promodes', 'set', 'to', 'sell', 'German', 'assets', '-', 'paper', '.']	[24, 40, 35, 37, 16, 24, 8, 21, 7]	[11, 21, 22, 22, 11, 12, 0, 11, 0]	[3, 0, 0, 0, 7, 0, 0, 0, 0]	Promodes set to sell German assets - paper.	['B-ORG', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O']
['9,306,000', '11,346,000', '17,166,000', '11,046,000']	[11, 11, 11, 11]	[11, 12, 12, 12]	[0, 0, 0, 0]	9,306,000 11,346,000 17,166,000 11,046,000	['O', 'O', 'O', 'O']
['Daoud', 'said', 'books', 'by', 'other', 'authors', ',', 'including', 'British', 'Journalist', 'Patrick', 'Seale', ',', 'were', 'also', 'banned', '.']	[22, 38, 24, 15, 16, 24, 6, 39, 16, 22, 22, 22, 6, 38, 30, 40, 7]	[11, 21, 11, 13, 11, 12, 0, 13, 11, 12, 12, 12, 0, 21, 22, 22, 0]	[1, 0, 0, 0, 0, 0, 0, 0, 7, 0, 1, 2, 0, 0, 0, 0, 0]	Daoud said books by other authors, including British Journalist Patrick Seale, were also banned.	['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O']
['But', 'Adem', 'Hodzic', ',', 'one', 'of', 'the', 'refugees', 'who', 'signed', 'the', 'letter', 'of', 'complaint', ',', 'told', 'Reuters', ':']	[10, 22, 22, 6, 11, 15, 12, 24, 44, 38, 12, 21, 15, 21, 6, 38, 22, 8]	[0, 11, 12, 0, 11, 13, 11, 12, 11, 21, 11, 12, 13, 11, 0, 21, 11, 0]	[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]	But Adem Hodzic, one of the refugees who signed the letter of complaint, told Reuters:	['O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O']
