tokens	ner_tags	text	tags	lang
['शालीमार', 'बाग', 'चांदनी', 'चौक', 'लोकसभा', 'का', 'हिस्सा', 'है', '।']	[5, 6, 5, 6, 0, 0, 0, 0, 0]	शालीमार बाग चांदनी चौक लोकसभा का हिस्सा है ।	['B-LOC', 'I-LOC', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O']	hi
['साल्वे', 'ने', 'कहा', 'कि', 'भारत', 'को', 'जाधव', 'के', 'खिलाफ', 'दर्ज', 'आरोपों', 'की', 'प्रति', 'मुहैया', 'नहीं', 'करायी', 'गई', 'है', '.']	[1, 0, 0, 0, 5, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	साल्वे ने कहा कि भारत को जाधव के खिलाफ दर्ज आरोपों की प्रति मुहैया नहीं करायी गई है.	['B-PER', 'O', 'O', 'O', 'B-LOC', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	hi
['श्री', 'धोत्रे', 'ने', 'परीक्षा', 'का', 'दबाव', 'कम', 'करने', 'के', 'लिए', 'प्रधानमंत्री', 'का', 'परीक्षा', 'पे', 'चर्चा', 'कार्यक्रम', 'देखने', 'के', 'लिए', 'छात्रों', 'को', 'प्रोत्साहित', 'किया']	[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	श्री धोत्रे ने परीक्षा का दबाव कम करने के लिए प्रधानमंत्री का परीक्षा पे चर्चा कार्यक्रम देखने के लिए छात्रों को प्रोत्साहित किया	['B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	hi
['लेकिन', 'यह', 'बिल्कुल', 'वैसा', 'ही', 'नहीं', 'है', ',', 'जैसा', 'दिखता', 'है', '।']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	लेकिन यह बिल्कुल वैसा ही नहीं है, जैसा दिखता है ।	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	hi
['डेनिस', 'शापोनवालोव', 'को', 'हरा', 'नोवाक', 'जोकोविक', 'ने', 'जीता', 'पेरिस', 'मास्टर्स', 'का', 'खिताब']	[1, 2, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]	डेनिस शापोनवालोव को हरा नोवाक जोकोविक ने जीता पेरिस मास्टर्स का खिताब	['B-PER', 'I-PER', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O']	hi
['श्रीनगर', 'के', 'सात', 'थाना', 'क्षेत्रों', 'खायनार', ',', 'नौहट्टा', ',', 'सफकदाल', ',', 'एम', 'आर', 'गंज', ',', 'रैनावारी', ',', 'क्रालखुद', 'और', 'मैसूमा', 'में', 'पाबंदियां', 'लगाई', 'गई', 'थीं', '।']	[5, 6, 6, 6, 6, 6, 0, 5, 0, 5, 0, 0, 0, 0, 0, 5, 0, 5, 0, 5, 0, 0, 0, 0, 0, 0]	श्रीनगर के सात थाना क्षेत्रों खायनार, नौहट्टा, सफकदाल, एम आर गंज, रैनावारी, क्रालखुद और मैसूमा में पाबंदियां लगाई गई थीं ।	['B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O']	hi
['कुछ', 'महत्वपूर्ण', 'मुद्दों', 'पर', 'चर्चा', 'होने', 'की', 'संभावना', 'है', ',', 'जिसमें', 'मछुआरों', 'की', 'सुरक्षा', ',', 'नशीले', 'पदार्थ', 'नियंत्रण', 'संगठन', 'को', 'सशक्त', 'करना', 'और', 'दक्षिणी', 'राज्यों', 'के', 'प्रायद्वीपय', 'क्षेत्र', 'के', 'औद्योगिक', 'गलियारे', 'का', 'विकास', 'करना', 'शामिल', 'हैं', '।']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	कुछ महत्वपूर्ण मुद्दों पर चर्चा होने की संभावना है, जिसमें मछुआरों की सुरक्षा, नशीले पदार्थ नियंत्रण संगठन को सशक्त करना और दक्षिणी राज्यों के प्रायद्वीपय क्षेत्र के औद्योगिक गलियारे का विकास करना शामिल हैं ।	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	hi
"['""', 'प्रमोद', 'ने', 'कहा', ',', '""', '""', 'जरूरत', 'के', 'समय', 'उन्होंने', '(', 'एलएन', 'मित्तल', ')', 'परिवार', 'को', 'जो', 'समर्थन', 'दिया', ',', 'वह', 'उनके', 'मजबूत', 'मूल्यों', 'का', 'प्रमाण', 'है', '.', '""']"	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	""" प्रमोद ने कहा, "" "" जरूरत के समय उन्होंने ( एलएन मित्तल ) परिवार को जो समर्थन दिया, वह उनके मजबूत मूल्यों का प्रमाण है. """	['O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	hi
['रेडमी', 'नोट', '5', 'प्रो', 'की', 'कीमत', '14,999', 'रुपये', 'से', 'शुरु', 'होती', 'है', '.']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	रेडमी नोट 5 प्रो की कीमत 14,999 रुपये से शुरु होती है.	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	hi
['फिल्म', 'में', 'धोनी', 'का', 'रोल', 'सुशांत', 'सिंह', 'राजपूत', 'ने', 'निभाया', 'है', '।']	[0, 0, 1, 0, 0, 1, 2, 2, 0, 0, 0, 0]	फिल्म में धोनी का रोल सुशांत सिंह राजपूत ने निभाया है ।	['O', 'O', 'B-PER', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O']	hi
['देश', 'में', 'कोरोना', 'के', 'कुल', 'सक्रिय', 'मामलों', 'में', 'पांच', 'राज्यों', 'महाराष्ट्र', ',', 'केरल', ',', 'पंजाब', ',', 'कर्नाटक', 'और', 'छत्तीसगढ़', 'का', 'समग्र', 'योगदान', '80.17', 'प्रतिशत', 'है', '।']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 5, 0, 5, 0, 5, 0, 5, 0, 0, 0, 0, 0, 0, 0]	देश में कोरोना के कुल सक्रिय मामलों में पांच राज्यों महाराष्ट्र, केरल, पंजाब, कर्नाटक और छत्तीसगढ़ का समग्र योगदान 80.17 प्रतिशत है ।	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	hi
['पाकिस्तान', 'ने', 'कोलंबो', 'में', 'एक', 'दोस्ताना', 'मैच', 'खेलने', 'के', 'लिए', 'भारत', 'के', 'साथ', 'एक', 'संयुक्त', 'टीम', 'भेजी', '.']	[5, 0, 5, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0]	पाकिस्तान ने कोलंबो में एक दोस्ताना मैच खेलने के लिए भारत के साथ एक संयुक्त टीम भेजी.	['B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	hi
['पश्चिम', 'बंगाल', 'की', 'मुख्यमंत्री', 'ममता', 'बनर्जी', 'ने', 'घोषणा', 'की', 'कि', 'उनकी', 'सरकार', 'किसी', 'भी', 'कीमत', 'पर', 'अपने', 'राज्य', 'में', 'एनआरसी', 'को', 'लागू', 'करने', 'की', 'इजाजत', 'नहीं', 'देगी', '।']	[5, 6, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]	पश्चिम बंगाल की मुख्यमंत्री ममता बनर्जी ने घोषणा की कि उनकी सरकार किसी भी कीमत पर अपने राज्य में एनआरसी को लागू करने की इजाजत नहीं देगी ।	['B-LOC', 'I-LOC', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	hi
['फिल्म', 'में', 'आयुष्मान', 'के', 'अलावा', 'यामी', 'गौतम', 'को', 'भी', 'मुख्य', 'भूमिका', 'में', 'देखागया', 'है', '।']	[0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]	फिल्म में आयुष्मान के अलावा यामी गौतम को भी मुख्य भूमिका में देखागया है ।	['O', 'O', 'B-PER', 'O', 'O', 'B-PER', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	hi
['स्थानीय', 'मीडिया', 'ने', 'मृतकों', 'की', 'संख्या', 'प्रांतीय', 'गृह', 'मंत्री', 'आगा', 'उमर', 'बांगलजई', 'के', 'हवाले', 'से', 'दी', 'है', '.']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0]	स्थानीय मीडिया ने मृतकों की संख्या प्रांतीय गृह मंत्री आगा उमर बांगलजई के हवाले से दी है.	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O']	hi
['बीएस', 'संवाददाता', '/', 'बेंगलुरु', 'January', '02,2009']	[3, 4, 0, 5, 0, 0]	बीएस संवाददाता/ बेंगलुरु January 02,2009	['B-ORG', 'I-ORG', 'O', 'B-LOC', 'O', 'O']	hi
['उन्होंने', 'गृह', 'मंत्रालय', ',', 'सीएपीएफ', 'और', 'राज्य', 'पुलिस', 'के', 'सेवारत', 'एवं', 'सेवानिवृत्त', 'अधिकारियों', ',', 'शिक्षाविदों', ',', 'सिविल', 'सोसायटी', 'संगठनों', 'के', 'प्रतिनिधियों', ',', 'जेल', 'अधिकारियों', 'और', 'बीपीआरएंडडी', 'के', 'अधिकारियों', 'एवं', 'कर्मचारियों', 'की', 'उपस्थिति', 'में', 'मुख्य', 'भाषण', 'दिया', '।']	[0, 3, 0, 0, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	उन्होंने गृह मंत्रालय, सीएपीएफ और राज्य पुलिस के सेवारत एवं सेवानिवृत्त अधिकारियों, शिक्षाविदों, सिविल सोसायटी संगठनों के प्रतिनिधियों, जेल अधिकारियों और बीपीआरएंडडी के अधिकारियों एवं कर्मचारियों की उपस्थिति में मुख्य भाषण दिया ।	['O', 'B-ORG', 'O', 'O', 'B-ORG', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	hi
['टूर्नामेंट', 'में', 'डेल्ही', 'वेवराइडर्स', ',', 'कलिंगा', 'लांसर्स', ',', 'दबंग', 'मुंबई', ',', 'पंजाब', 'वॉरियर्स', ',', 'रांची', 'रेस', 'और', 'उत्तर', 'प्रदेश', 'विजार्ड्स', 'ने', 'शिरकत', 'की', '।']	[0, 0, 3, 0, 0, 3, 4, 0, 3, 4, 0, 3, 4, 4, 4, 4, 0, 3, 4, 0, 0, 0, 0, 0]	टूर्नामेंट में डेल्ही वेवराइडर्स, कलिंगा लांसर्स, दबंग मुंबई, पंजाब वॉरियर्स, रांची रेस और उत्तर प्रदेश विजार्ड्स ने शिरकत की ।	['O', 'O', 'B-ORG', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O']	hi
['इस', 'घटना', 'की', 'जानकारी', 'किसी', 'ने', 'पुलिस', 'को', 'दी', '।']	[0, 0, 0, 0, 0, 0, 3, 0, 0, 0]	इस घटना की जानकारी किसी ने पुलिस को दी ।	['O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O']	hi
['हाइड्रोजन', 'के', 'चार', 'अणु', ',', 'चतुष्फ़लक', 'के', 'चार', 'कोनों', 'पर', ',']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	हाइड्रोजन के चार अणु, चतुष्फ़लक के चार कोनों पर,	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	hi
['मुझे', 'नहीं', 'लगता', 'कि', 'मुझे', 'इस', 'पर', 'टिप्पणी', 'करनी', 'चाहिए', '।']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	मुझे नहीं लगता कि मुझे इस पर टिप्पणी करनी चाहिए ।	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	hi
['यमुनोत्री', ',', 'गंगोत्री', ',', 'केदारनाथ', 'तथा', 'बद्रीनाथ', 'सहित', 'चार', 'धाम', 'यात्रा', 'की', 'चाह', 'अधिकांश', 'भारतीयों', 'के', 'हृदय', 'में', 'होती', 'है', '।']	[5, 0, 5, 0, 5, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	यमुनोत्री, गंगोत्री, केदारनाथ तथा बद्रीनाथ सहित चार धाम यात्रा की चाह अधिकांश भारतीयों के हृदय में होती है ।	['B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	hi
['प्रधानमंत्री', 'नरेंद्र', 'मोदी', 'ने', 'साबरमती', '.', 'पढ़ें']	[0, 1, 2, 0, 0, 0, 0]	प्रधानमंत्री नरेंद्र मोदी ने साबरमती. पढ़ें	['O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O']	hi
['पर्यावरण', 'और', 'वन', 'मंत्रालय', 'पणधारक', 'विचार', '-', 'विमर्श', 'आयोजित', 'कर', 'रहा', 'है', 'और', '23', 'मई', '2011', 'को', 'एशिया', 'और', 'प्रशांत', 'क्षेत्र', 'के', 'लिए', 'जैव', 'विविधता', 'पर', 'संयुक्त', 'राष्ट्र', 'दशक', 'की', 'शुरूआत', 'करेगा', '।']	[3, 4, 4, 4, 3, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	पर्यावरण और वन मंत्रालय पणधारक विचार- विमर्श आयोजित कर रहा है और 23 मई 2011 को एशिया और प्रशांत क्षेत्र के लिए जैव विविधता पर संयुक्त राष्ट्र दशक की शुरूआत करेगा ।	['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	hi
"[""'"", 'बनर्जी', 'ने', 'कहा', 'कि', 'राज्य', 'को', 'केंद्र', 'को', '50,000', 'करोड़', 'रुपए', 'का', 'कर्ज', 'चुकाना', 'होगा', 'लेकिन', 'वह', ""'"", 'अपने', 'सीमित', 'संसाधनों', ""'"", 'के', 'बावजूद', 'नए', 'वेतनमान', 'को', 'लागू', 'करने', 'से', 'पीछे', 'नहीं', 'हटेगा', '।']"	[0, 3, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	' बनर्जी ने कहा कि राज्य को केंद्र को 50,000 करोड़ रुपए का कर्ज चुकाना होगा लेकिन वह ' अपने सीमित संसाधनों ' के बावजूद नए वेतनमान को लागू करने से पीछे नहीं हटेगा ।	['O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	hi
['सार्वभौमिक', 'स्वास्थ्य', 'कवरेज', 'के', 'प्रति', 'सरकार', 'की', 'प्रतिबद्धता', 'दोहराते', 'हुए', 'वित्त', 'राज्य', 'मंत्री', 'श्री', 'एस', '.', 'पी', 'शुक्ला', 'ने', 'कहा', 'कि', 'सरकार', 'सार्वभौमिक', 'स्वास्थ्य', 'कवरेज', 'सुनिश्चित', 'करने', 'हेतु', 'आवश्यक', 'संसाधन', 'सुलभ', 'कराने', 'के', 'लिए', 'प्रतिबद्ध', 'है']	[3, 4, 4, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	सार्वभौमिक स्वास्थ्य कवरेज के प्रति सरकार की प्रतिबद्धता दोहराते हुए वित्त राज्य मंत्री श्री एस. पी शुक्ला ने कहा कि सरकार सार्वभौमिक स्वास्थ्य कवरेज सुनिश्चित करने हेतु आवश्यक संसाधन सुलभ कराने के लिए प्रतिबद्ध है	['B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	hi
['कृषि', 'मंत्री', 'ने', 'जोर', 'देकर', 'कहा', 'कि', 'सरकार', 'किसानों', 'के', 'कल्याण', 'के', 'लिए', 'पूरी', 'तरह', 'कटिबद्ध', 'है', 'और', 'कृषि', 'का', 'विकास', 'सदैव', 'भारत', 'सरकार', 'की', 'प्राथमिकता', 'है', '।']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0]	कृषि मंत्री ने जोर देकर कहा कि सरकार किसानों के कल्याण के लिए पूरी तरह कटिबद्ध है और कृषि का विकास सदैव भारत सरकार की प्राथमिकता है ।	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O']	hi
['Ramaphosa', 'का', 'नाम', 'भी', 'उप', 'राष्ट्रपति', 'के', 'अफ्रीकी', 'नेशनल', 'कांग्रेस', 'और', 'Mpumalanga', 'के', 'प्रधानमंत्री', ',', 'डेविड', 'मबूज़ा', ',', 'देश', 'के', 'रूप', 'में', 'उप', 'राष्ट्रपति', '।']	[1, 0, 0, 0, 0, 0, 0, 3, 4, 4, 0, 5, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0]	Ramaphosa का नाम भी उप राष्ट्रपति के अफ्रीकी नेशनल कांग्रेस और Mpumalanga के प्रधानमंत्री, डेविड मबूज़ा, देश के रूप में उप राष्ट्रपति ।	['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-LOC', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	hi
['फिलहाल', 'पुलिस', 'ने', 'सीआरपीसी', '174', 'के', 'तहत', 'कार्रवाई', 'करते', 'हुए', 'मामला', 'दर्ज', 'किया', 'है', '।']	[0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	फिलहाल पुलिस ने सीआरपीसी 174 के तहत कार्रवाई करते हुए मामला दर्ज किया है ।	['O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	hi
['हेपतुल्ला', 'ने', 'यूनानी', 'बिरादरी', 'से', 'बदलते', 'समय', 'के', 'साथ', 'आगे', 'बढ़ने', 'और', 'विकसित', 'होने', ',', 'स्वास्थ्य', 'अनुसंधान', 'की', 'नई', 'तकनीकों', 'को', 'अपनाने', 'और', 'स्वास्थ्य', 'प्रबंधन', 'में', 'नए', 'दृष्टिकोणों', 'का', 'योगदान', 'करने', 'का', 'आग्रह', 'किया', '।']	[1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	हेपतुल्ला ने यूनानी बिरादरी से बदलते समय के साथ आगे बढ़ने और विकसित होने, स्वास्थ्य अनुसंधान की नई तकनीकों को अपनाने और स्वास्थ्य प्रबंधन में नए दृष्टिकोणों का योगदान करने का आग्रह किया ।	['B-PER', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	hi
['टर्मिनल', 'के', 'उद्घाटन', 'के', 'मौके', 'पर', 'पंजाब', 'और', 'हरियाणा', 'के', 'राज्यपाल', 'एवं', 'केंद्र', 'शासित', 'प्रदेश', 'चंडीगढ़', 'के', 'प्रशासक', 'कप्तान', 'सिंह', 'सोलंकी', ',', 'केंद्रीय', 'नागरिक', 'उड्डयन', 'मंत्री', 'पी', 'अशोक', 'गजपति', 'राजू', ',', 'पंजाब', 'के', 'मुख्यमंत्री', 'प्रकाश', 'सिंह', 'बादल', ',', 'हरियाणा', 'के', 'मुख्यमंत्री', 'मनोहर', 'लाल', 'खट्टर', 'एवं', 'अन्य', 'लोग', 'मौजूद', 'थे', '।']	[0, 0, 0, 0, 0, 0, 5, 0, 5, 0, 0, 0, 5, 6, 6, 5, 0, 0, 1, 2, 2, 0, 0, 3, 4, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 1, 2, 2, 5, 2, 2, 1, 2, 2, 0, 0, 0, 0, 0, 0]	टर्मिनल के उद्घाटन के मौके पर पंजाब और हरियाणा के राज्यपाल एवं केंद्र शासित प्रदेश चंडीगढ़ के प्रशासक कप्तान सिंह सोलंकी, केंद्रीय नागरिक उड्डयन मंत्री पी अशोक गजपति राजू, पंजाब के मुख्यमंत्री प्रकाश सिंह बादल, हरियाणा के मुख्यमंत्री मनोहर लाल खट्टर एवं अन्य लोग मौजूद थे ।	['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'B-LOC', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'B-PER', 'I-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'B-LOC', 'I-PER', 'I-PER', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O']	hi
['यह', 'शोध', 'न्यू', 'इंग्लैंड', 'जर्नल', 'ऑफ', 'मेडिसिन', 'में', 'प्रकाशित', 'हुआ', 'है', '.']	[0, 0, 3, 4, 4, 4, 4, 0, 0, 0, 0, 0]	यह शोध न्यू इंग्लैंड जर्नल ऑफ मेडिसिन में प्रकाशित हुआ है.	['O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O']	hi
['बार', 'के', 'कुछ', 'सदस्य', 'सर्वोच्च', 'न्यायालय', 'की', 'संविधान', 'पीठ', 'के', 'पास', 'पहुंचे', '।']	[0, 0, 0, 0, 3, 4, 0, 3, 0, 0, 0, 0, 0]	बार के कुछ सदस्य सर्वोच्च न्यायालय की संविधान पीठ के पास पहुंचे ।	['O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O']	hi
['गौघाट', '(', 'पटना', ')', 'से', 'भागलपुर', 'तक', '50,610', 'टन', 'सीमेंट', ',', 'साहिबगंज', '(', 'झारखंड', ')', 'से', 'मनिहारी', '(', 'बिहार', ')', 'तक', 'नेशनल', 'वाटरवेज', '-', '1', 'पर', '73,400', 'टन', 'पत्थर', 'का', 'परिवहन', 'अप्रैल', '2017', 'में', 'एक', 'नाव', 'चार्टर', 'एजेंसी', 'ने', 'पूरा', 'किया', 'था', '।']	[5, 0, 5, 0, 0, 5, 0, 0, 0, 0, 0, 5, 0, 5, 0, 0, 5, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	गौघाट ( पटना ) से भागलपुर तक 50,610 टन सीमेंट, साहिबगंज ( झारखंड ) से मनिहारी ( बिहार ) तक नेशनल वाटरवेज- 1 पर 73,400 टन पत्थर का परिवहन अप्रैल 2017 में एक नाव चार्टर एजेंसी ने पूरा किया था ।	['B-LOC', 'O', 'B-LOC', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	hi
['जल्द', 'ही', 'ठीक', 'हो', 'जाएगा', '.']	[0, 0, 0, 0, 0, 0]	जल्द ही ठीक हो जाएगा.	['O', 'O', 'O', 'O', 'O', 'O']	hi
