text	Aspect 1	Sentiment 1	Opinion 1	Opinion 2	Aspect 2	Sentiment 2	Aspect 3	Sentiment 3	Aspect 4	Sentiment 4	Opinion 3	Aspect 5	Sentiment 5	Aspect 6	Sentiment 6	Aspect 7	Sentiment 7	Opinion 4	Opinion 5	Aspect 8	Sentiment 8	Opinion 6	Opinion 7	Aspect 9	Sentiment 9
while i quite liked the food and the ambience , i 'm not quite sure if it they really deserve it the michelin rating they have displayed so prooudly in the window	food	positive	liked		ambience	positive																			
i 'm surprised about some of the bad reviews posted here - i 've been to tamarind about 5 or 6 times and always come away extremely satisfied and looking forward to returning			satisfied																						
there are a few italian employees who may not speak the best english but for me that adds to the experience	employees	conflict	best																						
not worth the prices			worth																						
from the moment you enter till the moment you walk out the friendly and helpful staff was was just fantastic	staff	positive	friendly	helpful																					
service was good and food is wonderful	service	positive	good		food	positive																			
she gets 10 for her excellent service and advice	service	positive	excellent																						
the quality of food at this restaurant accompanied by fantastic live jazz makes this place a perfect 10 !	quality of food	positive	fantastic	perfect	live jazz	positive																			
( always ask the bartender for the seasonal beer ! ! !	bartender	neutral			seasonal beer	positive																			
if your visiting , you 'll enjoy the ambiance and the fact that it 's in time sq	ambiance	positive	enjoy																						
sandwiches tho pricey are over stuffed - can serve 2 persons easily thus cost effective !	sandwiches	conflict	pricey	over stuffed							cost effective														
service and food is what any one would expect when spending that type of money	service	neutral	expect		food	neutral																			
love the atmosphere - felt like i was in paris	atmosphere	positive	love																						
every course was better than the next	course	positive	better																						
not cheap , but not that expensive either			cheap	expensive																					
the staff is incredibly helpful and attentive	staff	positive	helpful																						
if presentation and service is your thing , then this magic show works	service	positive																							
apparently , the good cook works then	cook	positive	good																						
i was pleasantly suprised			pleasantly suprised																						
the yellowtail was particularly good as well	yellowtail	positive	good																						
i ate clams oreganta and spectacular salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil	clams oreganta	positive			salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil	positive																			
the menu changed , portions were even smaller than before , a lentil dish was salty beyond edibility , a basmati rice dish lacked flavor	menu	negative	changed	smaller	portions	negative	lentil dish	negative	basmati rice dish	negative	salty							lacked							
spice is sleek , modern and cool with a menu that will not hurt your wallet	menu	positive	sleek	modern							cool														
patroon features a nice cigar bar and has great staff	cigar bar	positive	nice	great																					
very affordable and excellent ambient !	ambient	positive	affordable	excellent																					
i have never had cheescake like this	cheescake	positive																							
bill a little high , but worth it	bill	conflict	high	worth																					
everyone i bring here always loves it			loves																						
my co-workers had to wait almost an hour for delivery , only to discover that what they got was not what they ordered	delivery	negative																							
worth a visit			worth																						
its a go-to for dates as well as entertaining out of town guests	entertaining	positive																							
why do people rave about the ambience			rave																						
were meeting up with some friends for a drink at lafayette 161 and happened to walk by thai angel famished	drink	neutral																							
fluke sashimi drizzled with jalapeno-lime olive oil , the fruit of the oil nicely highlighting the fish 's sweetness	fluke sashimi	positive	nicely		jalapeno-lime olive oil	positive	fruit of the oil	positive	fish	positive															
great sushi experience	sushi	positive	great																						
if you 're looking for a great meal at a decent price , go to del frisco 's !	meal	positive	great	decent	price	positive																			
my steak au poivre was one of the worst i 've had	steak au poivre	negative	worst																						
on a recent sunday afternoon , a friend and i accidently found this great restaurant on our way to see the pulitzer prize winning play doubt			great																						
the owner and staff are all japanese as well and that adds to the entire ambiance	owner	positive			staff	positive																			
try the congee and the donut like deep fried dough they call ow ley soh , a delicious and sweet tasting bread	congee	positive	delicious	sweet tasting	donut like deep fried dough they call ow ley soh	positive																			
although the tables may be closely situated , the candle-light , food-quality and service overcompensate	tables	negative	closely situated		candle-light	positive	food-quality	positive	service	positive															
the food was delicious and the waiter was incredibly helpful and attentive ( considering we were the only ones there for the first hour )	food	positive	delicious	helpful	waiter	positive					attentive														
from the spectacular caviar to the hospitable waitstaff , i felt like royalty and enjoyed every second of it	caviar	positive	spectacular	hospitable	waitstaff	positive					enjoyed														
i will be going back and heartily recommend it !			recommend																						
definitely worth the trip to battery park city !			worth																						
perhaps this food is considered extreme to an upper east side resident , but for the rest of us who 've actually eaten ethnic food , this is simply dull	food	conflict	extreme		ethnic food	negative																			
the place was real empty but that was because this was the first sunday they ever opened	place	negative	empty																						
this little place definitely exceeded my expectations and you sure get a lot of food for your money	place	conflict	exceeded	a lot of	food	positive																			
ambience is delightful , service impeccable	ambience	positive	delightful		service	positive																			
service was excellent , and the ac worked very well too ( thank god , it was hot ! )	service	positive	excellent	well	ac	positive																			
tasty but expensive			tasty																						
both are delicious , the cooks are friendly and are willing to take a moment and speak to you and shake your hand	cooks	positive	delicious	friendly																					
my friend ordered some of their special sushi rolls which had excellent presentation and tasted great !	sushi rolls	positive	excellent	great																					
although be warned their dinner menu to sit and take ou t prices are different	dinner menu to sit	neutral	warned		take ou	neutral	prices	neutral																	
the staff was accomodating , the food was absolutely delicious and the place is lovely	staff	positive	accomodating	delicious	food	positive	place	positive																	
they smell like they stuff them with old canned vegetables like the spinach mushroom calzone	canned vegetables	negative	old		spinach mushroom calzone	negative																			
to celebrate a birthday , three of us went to mare anticipating great food			great																						
there was a great deal for 6 blue point oysters and a beer or glass of wine for 8 !	blue point oysters	neutral	great		beer	neutral	glass of wine	neutral																	
i went to pams with my girlfriend , and i love it			love																						
i am relatively new to the area and tried pick a bgel on 2nd and was disappointed with the service and i thought the food was overated and on the pricey side	service	negative	disappointed	overated	food	negative					pricey														
the staff was knowledgeable and full of personality	staff	positive	knowledgeable																						
great staff			great																						
only complaint would be that at an average cost of 12- 15 per meal , i 'd like not to have to worry about finding a seat !	cost	negative	complaint	average	meal	neutral	seat	negative			worry about														
to finish off such a delightful dinner experience you must have dessert , especially the white chocolate bread pudding with gelato and hot chocolate	dinner	positive	delightful		dessert	positive	white chocolate bread pudding with gelato and hot chocolate	positive																	
the banana tower is an amazing dessert as well	banana tower	positive	amazing		dessert	positive																			
excellent atmosphere , delicious dishes good and friendly service	atmosphere	positive	excellent	delicious	dishes	positive					good							friendly							
a cool place to hang with your friends for a couple of healthy drinks and desserts	place	positive	cool	healthy	drinks	positive																			
great vibe , lots of people	vibe	positive	great																						
i like mamoun 's food as well , but side by side , kati rolls just produce tastier food hands down	food	positive	like	tastier	food	positive																			
the service is a bit slow , but harkens back to my years growing up in napoli , italy where things are not rushed and when you sit down for dinner the table is yours all night	service	negative	slow		dinner	neutral	table	positive																	
i love this place !			love																						
but that was n't the icing on the cake a tiramisu that resembled nothing i have ever had	icing on the cake	negative			tiramisu	negative																			
great food and the prices are very reasonable	food	positive	great		prices	positive																			
wine list is not huge but def well selected	wine list	conflict	huge																						
a cool bar with great food , and tons of excellent beer	bar	positive	cool	great	food	positive					excellent														
the ambience is authentic and relaxing and we have always received attentive and prompt service	ambience	positive	authentic	relaxing							attentive							prompt							
fresh , authentic , french cuisine in substantial portions	french cuisine	positive	fresh	authentic							substantial														
drinks got screwed up , she acted put upon	drinks	negative	screwed up																						
the one vegetarian entree ( abby 's treasure ) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables	vegetarian entree	positive	surprise	delicious	abby 's treasure	positive	wintermelon	positive	assortment of fresh mushrooms and vegetables	positive	fresh														
at 5 dumplings for 1 , you just can not go wrong	dumplings	positive																							
but the pizza is way to expensive	pizza	negative																							
and the staff is also young , energeic and hot ! ! ! !	staff	positive	young	energeic							hot														
even better , they know how to cook french classics like steak au poivre and onglet without burning it to death or overcooking it	steak au poivre	positive	better		onglet	positive																			
service was decent , but not as smooth as i would expect from a place with these prices and reputation	service	conflict	decent	smooth	prices	negative																			
we had a wonderful meal at naples 45 a month ago on a visit to nyc	meal	positive	wonderful																						
good drink			good																						
great food ( spinach and corn dumplings and massamman curry ) , very friendly and no nonsense service and a clean and funky bathroom	food	positive	great	friendly	spinach and corn dumplings	positive	massamman curry	positive	service	positive	nonsense							clean	funky						
romantic if you want it to be ( brightly lit )			romantic																						
i recommend it !			recommend																						
my chow fun and chow see was really bland and oily	chow fun and chow see	negative	bland																						
even though i made the reservation at 3pm for the same night through dinnerbroker , we were seated at a table with one of the best view !	reservation	positive	best		seated	positive	table	positive																	
we did notice however , that some tables had what looked like pita instead of naan	pita	negative																							
the grilled cheese at home afterwards was better. ! !	grilled cheese	positive																							
the red sliding doors may be unique but they do not block off the cold air from the outside	doors	conflict	unique																						
the food is expensive , but worth every bite	food	conflict	expensive	worth																					
when we were finally seated our waitress came by twice-1 for our order and 2-for our check	waitress	negative																							
in summer-eat outside on a terrace ( another great feature of suan ) ! ! !	terrace	positive	great																						
we did have to wait at the bar for approx	bar	neutral																							
you fellas above says its the best taiwanese restaurant in town			best																						
if you love seafood , you would love this place !	seafood	positive	love	love	place	positive																			
good , fast service			good	fast																					
dakshin is one of the few affordable and tasty indian restaurant in the upper east side			affordable	tasty																					
they charge different prices all the time	prices	negative	different																						
i was in love with pongsri on 48th , but compared to suan it is slow in service and overpriced	service	negative	love	slow																					
it 's charmingly small and that leads to an atmoshere that is extremely cozy and romantic , even	atmoshere	positive	charmingly small	cozy							romantic														
it is obvious that no one in the restaurant has any idea about or experience with japanese cuisin e	japanese cuisin	negative																							
in terms of the food itself -- nothing special , we limited ourselves to several appetizers	food	neutral	nothing special	limited																					
love the jazz bands on fri and sat	jazz bands	positive	love																						
overall , excellent restaurant !			excellent																						
to begin , we were told there was a 30 minute wait and started to leave , when the hostess offered to call us on our cell phone when the table was ready	wait	negative			hostess	positive	table	positive																	
the servers give you some sample slices of your order while you wait ( shortly i might add )	servers	positive																							
the service was ok	service	neutral																							
i ate here for the first time and absolutely loved it !			loved																						
the manager claimed that he could not compensate us for anything on the bill which just shows the lack of sophistication from the entire group	manager	negative	lack		bill	neutral																			
this is by far my favorite place in the neighborhood			favorite																						
but too far east !			far																						
highly highly highly recommended !			recommended																						
it 's the only place you can get yummy authentic japanese comfort food	japanese comfort food	positive	authentic																						
we came here on a crowded saturday night and were seated right away despite being 15 minutes late for our reservation	seated	positive	late																						
this place is cool enough to be in the east village , but french enough to make you feel like you could be in a bistro in a back alley in paris			cool																						
we were fast to order the appetizer platter since we were very hungry	appetizer platter	neutral	fast																						
no dress codes , no attitudes , plenty of comfort companionship , a great place to relax in an always busy midtown	dress codes	positive	great		attitudes	positive	place	positive																	
largest and freshest pieces of sushi , and delicious !	pieces of sushi	positive	largest	freshest							delicious														
even the pasta is delicious here ( a rarity in new york pizza restaurants )	pasta	positive	delicious																						
but when we looked at the menu , there were n't a lot of choices , most of them were dumplings in the appetizer section	menu	negative	a lot of		dumplings	neutral	appetizer	negative																	
maybe i say so because it looked promising for people who like artery-clogging jewish deli food , but turns out to be poorly run and awful	jewish deli food	conflict	like	poorly																					
after my 3rd time the manager remembered me and treated me like an usual customer	manager	positive																							
when he 's not making authentic neapolitan pizza in the open brick oven or lightly frying zucchini blossoms , he 's visiting the regulars ( a growing legion ) and checking on newcomers	neapolitan pizza	positive			zucchini blossoms	positive																			
wait staff is blantently unappreciative of your business but its the best pie on the uws !	wait staff	negative	unappreciative	best	pie	positive																			
the ingredients taste fresher , the crust is thinner and crispier , the slice is less oily , and it 's never burnt like it occasionally is at joe 's	ingredients	positive	fresher	thinner	crust	positive	slice	positive			crispier							oily							
the prices were cheap compared to the quality of service and food	prices	positive	cheap		service	positive																			
top spot in town for vietnamese classics , better than places that cost a lot more	vietnamese classics	positive	top	better																					
less wait time for me !	wait time	positive	less																						
this was the perfect quiet , relaxing , and delicious accompaniment to our afternoon of theater			quiet	relaxing							delicious														
having discovered ping 's on the internet , we entered with qualms but were instantly put to ease by the fish tanks that greet you as u walk in	fish tanks	positive																							
you can not go wrong at the red eye grill			wrong																						
it appears to be the owner 's first venture and it shows	owner	negative																							
i come from a family of pizzeria owners , and i 'm almost ashamed to say that the pizza in fornino 's blows my families receipies away	pizza	positive	ashamed																						
we ordered some beef and noodle soup dishes from the thai section of the menu but nothing we got was thai	beef	negative			noodle soup dishes	negative	menu	negative																	
they have a huge selection of different cream cheeses and all of their salads are great	cream cheeses	positive	huge	different	salads	positive																			
the lobster sandwich is good and the spaghetti with scallops and shrimp is great	lobster sandwich	positive	good		spaghetti with scallops and shrimp	positive																			
the dim sum is delectable while the prices are quite easy on the wallet	dim sum	positive	delectable	easy	prices	positive																			
the worst excuse for japanese food i 've ever encountered	japanese food	negative	worst																						
a million better places to go in the city			better																						
okay-i do n't mind the oily part ( cause most are cooked that way ) but it was way too bland			oily																						
i ordered a chicken teriyaki dish and found that the chicken was extremely dry	chicken teriyaki dish	negative			chicken	negative																			
i love it			love																						
we had pam 's special fried fish and it was amazing	pam 's special fried fish	positive	special																						
there is no excuse for such lousy service !	service	negative	lousy																						
my boyfriend had the new england chowder it was good but i think the award should go to the lobster bisque	new england chowder	positive	good		lobster bisque	positive																			
so , a little inconsistency there but either way , both pizzas were really good	pizzas	positive																							
overall the restaurant is more expensive than our other sushi favorites , but everything was delicious	sushi	neutral	expensive																						
i had the duck breast special on my last visit and it was incredible	duck breast special	positive																							
i must say it 's a little pricey for the food because it was not as spectacular as the view	food	negative	pricey	spectacular																					
these innovators of french indian fusion do a great job of making dishes as interesting as possible while still being accessible	french indian fusion	positive	great	interesting	dishes	positive																			
just do n't take the seat between the bar and the back half of the restaurant , i saw a woman get nudged 40times sitting there	seat	negative			bar	neutral																			
no gimmicks here -- the food speaks for itself in its freshness and preparation	food	positive																							
we were worried we would have trouble getting in , but somehow managed to have a short wait			short																						
everything i had was good , and i 'm a eater			good																						
the service is awful -- the last time i was there ( and i do mean the last time ) we were told that they needed our table so we would have to leave	service	negative	awful		table	negative																			
we could only get through an appetizer and cheese fondue	appetizer	neutral			cheese fondue	neutral																			
to me it exemplifies soho , cute , artsy , interesting			cute	artsy																					
both times we waited well over a half hour for a table ( even though we had reservations )	table	negative			reservations	negative																			
happy to be a regular at this place and would warmly recommend it to anyone			happy	recommend																					
i 've been eating at taj mahal for over twenty years and have found them to be the most excellent of the indian eateries on this block of indian restaurants			excellent																						
night without a reservation , we had to wait at the bar for a little while , but the manager was so nice and made our wait a great experience	reservation	neutral	nice	great	bar	neutral	manager	positive	wait	positive															
try the green curry ! ! !	green curry	positive																							
we were also seated promptly at the time of our reservation and the service was very quick and professional	reservation	positive	promptly	quick	service	positive																			
you rarely have to wait for a seat and the currys ( masaman , green , red ) are full of flavor and come super spicy if you ask for it	seat	positive	rarely	full	currys ( masaman , green , red )	positive	flavor	positive																	
the food there are sastifying	food	positive																							
i highly recommend to anyone to give this place a try			recommend																						
i highly recommend visiting this restaurant and having dinner and drinks !	dinner	positive	recommend		drinks	positive																			
the bar is very well stocked with interesting beers and well priced wines	bar	positive	well stocked	interesting	beers	positive					well														
last memorial day , i tried to make reservations but was told they were closed that weekend ( interesting , but )	reservations	negative																							
the food was good	food	positive																							
i have enjoyed everything i have ever gotten and the fish is so fresh and always prepared in a great way	fish	positive	enjoyed	fresh							great														
i love to visit murrays for my bagel fix	bagel	positive	love																						
we made early dinner reservations and were thoroughly impressed , reminds me of my grandfather , its old school italian scenery with lots of fun stuff to admire	dinner reservations	positive	impressed		scenery	positive																			
the place was nice and calm	place	positive	nice																						
cheese plate is a varied delight and great bargain at 10	cheese plate	positive	varied	great																					
i could have drank 4 glasses of water and still been parched - so watch out	glasses of water	neutral	parched																						
when we sat , we got great and fast service			great	fast																					
most of the servers are very attentive , friendly and quite attractive	servers	positive	attentive	friendly																					
service is average	service	neutral																							
but they 've done a really nice job of offering all the typical pizzeria faves plus some terrific specials like the godmother pizza ( a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual )	specials	positive	nice	typical	godmother pizza ( a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual )	positive					terrific														
they forgot a sandwich , did n't include plastic forks , and did n't include pita with the hummus platter	sandwich	neutral	forgot		plastic forks	neutral	pita	neutral	hummus platter	neutral															
the steak is good , the fish is good and the sushi was surprisingly great	steak	positive	good	good	fish	positive	sushi	positive																	
i am reluctant to write because i would not want my jem of a pizza place to become overcrowded	pizza	positive																							
the service was poor , restaurant poorly lit , staff not very attentive and i would have rather eaten at a mcdonald 's than this joint	service	negative	poor	poorly	staff	negative					attentive														
my gf and i still choose to eat there a lot because of diverse cocktails , the chill decor , and the decent sushi	cocktails	positive	diverse	decent	decor	positive																			
we ended the dinner with a surprisingly light and flaky apple tarte tatin	dinner	neutral	light	flaky	apple tarte tatin	positive																			
the buffet had a nice selection	buffet	positive	nice																						
this restaurant is such a great place			great																						
terrible experience			terrible																						
i love the place			love																						
service was slow had to wait to order and get food although not crowded	service	negative	slow		food	neutral																			
will have to return to try the chocolate !	chocolate	positive																							
the food was below average , the service was pathetic , there was no ambience at all	food	negative	below average	pathetic	service	negative	ambience	negative																	
i really enjoyed the shows put on by the actors	shows	positive	enjoyed																						
the miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past	miso soup	negative	lacked	well prepared	flavor	negative	fish	negative																	
they are the best bagels i 've had	bagels	positive	best																						
i 've read some of the previews reviews - people are either not new yorkers or have more appreciation for ambience then food	ambience	neutral																							
toons has recently been redone , so it 's now a very attractive space			attractive																						
160 for 2 filets , 2 sides , an appetizer and drinks	filets	neutral			sides	neutral	appetizer	neutral																	
we arrived for dinner expecting to be impressed by a place that has an impressive past - but , that 's just it -- the past !	dinner	neutral	impressed	impressive																					
however , i think this place is a good hang out spot			good																						
the menu is prix fixe , so be prepared to spend at least 60 per person , but it is well worth itsuperb food	menu	negative	well worth		prix fixe	neutral																			
rao is a good restaurant , but it 's nothing special			good																						
we had the most wonderful waitress			wonderful																						
while the staff at this little bistro is very friendly , i have never experienced more incompetency	staff	positive	friendly																						
the quail was fantastic and unique and the pastas were full of flavor	quail	positive	fantastic	unique	pastas	positive					full														
when we left at pm , it was packed and noisy			packed																						
the zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth	zucchini	positive			mashed potatoes	positive	garlic	positive	butter	positive															
decor is nice though service can be spotty	decor	positive	nice		service	negative																			
aside from the rushed service , we were very impressed with the food and the drinks	service	negative	rushed	impressed	food	positive																			
i would highly recommend this place to anyone who is looking for a fine indian dining experience that is definitely a value for your dollar	indian dining experience	positive	recommend																						
and even with it 's pub atmosphere they were great to my kids too !	pub atmosphere	conflict	great																						
this big draw is the all you can sushi here for 19.95 !	sushi	positive	draw																						
i consider the best grand sichuan restaurant in nyc			best																						
the specials are usually quite good too	specials	positive	good																						
they 've the best desserts and mixed drinks as well as snack foods	desserts	positive	best		mixed drinks	positive	snack foods	positive																	
try the chocolate mud cake ( warmed ) with 2 scoops of dulce de leche gelato	chocolate mud cake ( warmed )	positive			dulce de leche gelato	positive																			
while the new restaurant still features much of the same classical furniture that made tiffin so attractive , the menu has been overhauled	classical furniture	positive	classical	attractive	menu	negative																			
the best burger i have had in the village	burger	positive	best																						
three of us arrived for dinner about on a week night without reservations	dinner	neutral																							
the blond wood decor is very soothing , the premium sake is excellent and the service is great	blond wood decor	positive	soothing	excellent	sake	positive	service	positive																	
there is usually a wait but it is well worth it	wait	conflict	well worth																						
only drawback - they wo n't toast your bagel , and they do n't make eggs for the bagel	bagel	negative	drawback		eggs	negative																			
as always we had a great glass of wine while we waited	glass of wine	positive	great																						
the wait staff is pleasant , fun , and for the most part gorgeous ( in the wonderful aesthetic beautification way , not in that she's-way-cuter-than-me-that-b * way )	wait staff	positive	pleasant	fun							gorgeous							aesthetic							
of course this atmosphere is lacking , but what do you expect from a 24 hour bagel place anyways	atmosphere	negative	lacking		bagel	neutral																			
service was very good and warm	service	positive	good																						
for dinner i had the chicken tikka-masala and some garlic naan	dinner	neutral			chicken tikka-masala	neutral	garlic naan	neutral																	
cornelia street looks like a broadway set for west side story and the inside of po is so cool quaint you really ca n't top the setting for a romantic dinner in nyc	setting	positive	cool	romantic	dinner	positive																			
food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when i went	food	positive	good	terrific	view	positive																			
also , because it is so thin , it gets cold very quickly and its not that filling			cold																						
the food is nothing like its menu description	food	negative			menu description	negative																			
try the pad se-ew or chicken with cashew nuts for a memorable and repeatable experience	pad se-ew	positive	memorable	repeatable	chicken with cashew nuts	positive																			
the food is decent at best , and the ambience , well , it 's a matter of opinion , some may consider it to be a sweet thing , i thought it was just annoying	food	neutral	decent	best	ambience	conflict					sweet														
the best place to bring kids or any friends who want to do something different			best																						
the service was a bit slow , but they were very friendly	service	negative	slow																						
it 's a small cute restaurant			cute																						
leon is an east village gem casual but hip , with well prepared basic french bistro fare , good specials , a warm and lively atmosphere	french bistro fare	positive	casual	well prepared	specials	positive					good							warm	lively						
the food is above average for midtown and sligtly better than some of the other heartland breweries in the city	food	positive	above average	better																					
thius is a must for anyone who loves shabu-shabu			loves																						
the food was absolutely horrible !	food	negative	horrible																						
food does n't appear to be cooked on premisis but there 's a high turnover so its pretty fresh	food	conflict																							
restaurant was dirty and unkempt			dirty																						
nice place though			nice																						
it is a small restuarant so go early and it will be nice and quiet- go late and it will be packed !			nice	packed																					
the people with carts of food do n't understand you because they do n't speak english , their job is to give you the delicious food you point at	people with carts of food	negative	delicious		food	positive																			
the crackling calamari salad , which is usually a cheap disaster at many restaurants , is crispy and lightly dressed	crackling calamari salad	positive	crispy	lightly dressed																					
the thai ice tea was amazingly smooth and yummy !	thai ice tea	positive	smooth	yummy																					
we 've never had any problems with the staff but maybe we 've been lucky	staff	positive																							
drinks way over priced	drinks	negative	over																						
the main downside to the place is the nazi-like guy running it who constantly complains about the noise level	guy	negative	downside		noise level	negative																			
what i did n't like was how the food came right after it was ordered	food	negative	like																						
moderate prices			moderate																						
we had a great time at the jekyll and hyde pub last night			great																						
i think i 've had some the best meals of my life at minnow	meals	positive	best																						
my biggest complaint was the un-tasty food although presented well	food	conflict																							
this tiny restaurant is as cozy as it gets , with that certain parisian flair			tiny	cozy																					
most importantly , food is excellent	food	positive																							
great roofdeck , nice group of 30 somethings , but no music , kind of quiet	roofdeck	positive	great	nice	music	negative																			
the best part of the experience was knowing that the manager ( a bubbly , friendly young woman with a great smile ) truly cared about how we were doing	manager	positive	best	friendly							truly														
however , service was as plain as sesame crusted salmon i had	service	neutral	plain		sesame crusted salmon	neutral																			
i would highly recommend it			recommend																						
it 's great to go for a quick lunch either alone or with a friend	lunch	positive	great	quick																					
the food was mediocre at best but it was the horrible service that made me vow never to go back	food	neutral	best	horrible	service	negative																			
you get what you pay for and with that logic in mind , spice is a great place to grab some cheap eats and drinks in a beautiful setting	eats	positive	great	cheap	drinks	positive					beautiful														
the service was terrible , we had to wait for everything and ask several of different people for the same thing before we were allowed to be served	service	negative	terrible																						
other than being a little crowded and a bit overpriced , the atmosphere is filled with energy ( and the beautiful people of course ) and the food was surprising good !	atmosphere	positive	crowded	overpriced	people	positive	food	positive			beautiful							surprising good							
saul is the best restaurant on smith street and in brooklyn			best																						
waiters are slow but sweet	waiters	conflict	slow																						
i have been here a few times for dinner , once for brunch and twice for lunch	dinner	neutral			brunch	neutral																			
the real kicker of the menu , however , is the beef cubes or the chicken with chili and lemon grass	menu	neutral			beef cubes	positive	chicken with chili and lemon grass	positive																	
it was good , but was not what i thought it would be			good																						
the music is the best among all the indian restaurants i have visited	music	positive	best																						
the bread and lamb chops i had before the meal were quite good , however	bread	positive	good		lamb chops	positive	meal	neutral																	
instead ordered an ice cold beer which to me works with indian	beer	positive																							
good for dates or with friends			good																						
they never brought us complimentary noodles , ignored repeated requests for sugar , and threw our dishes on the table	noodles	negative	ignored		sugar	negative	dishes	negative																	
one of the best chicken tikka masala	chicken tikka masala	positive	best																						
the kitchen however , is almost always slow	kitchen	negative																							
the corned beef and pastrami are excellent , much less fatty than those big tourist places around times square	corned beef	positive	excellent	less fatty	pastrami	positive																			
cute place , nice wait staff but would never go there again	place	positive	cute	nice	wait staff	positive																			
we had a good time			good																						
also , the hostess called me today to thank us for coming and mentioned how she hoped that my girlfriend enjoyed her birthday - unexpected , but a truly above and beyond thing to do	hostess	positive																							
people are rude bit again it 's new york !	people	negative	rude																						
we all felt it was worth it			worth																						
the plain slice is great and if you get toppings , the whole slice is topped with them , not sparsely sprinkled on like some places	plain slice	positive	great		toppings	positive																			
service was also horrible and the ambience is not that great	service	negative	horrible		ambience	negative																			
service is great , takeout is good too	service	positive	great	good	takeout	positive																			
the pizza is overpriced and soggy	pizza	negative	overpriced																						
everything is excellent , the menu is quite extensive , and you eat with a view on both sides of the city	menu	positive	excellent	extensive	view	positive																			
for the quality of food , a little too expensive	quality of food	negative																							
came looking for this place because i heard good things			good																						
here 's to the fake fish tanks too	fish tanks	negative	fake																						
its worth the wait though	wait	conflict	worth																						
i 've never had bad service and the fish is fresh and delicious	service	positive	bad	fresh	fish	positive																			
the first time i went , and was completely taken by the live jazz band and atmosphere , i ordered the lobster cobb salad	live jazz band	positive			atmosphere	positive	lobster cobb salad	neutral																	
we decided to eat in tea room which was small and cute	tea room	positive	small																						
what an amazing meal and experience !	meal	positive	amazing																						
it is the best deal in town for a monday night dinner at a fine restaurant	dinner	positive	best	fine																					
nothing special about this place			special																						
also , the sandwiches ( nearing 7 ) did n't come with anything like chips or a side	sandwiches	negative			chips	neutral																			
the wait here is long for dim sum , but if you do n't like sharing tables or if the typical raucous dim sum atmosphere is not your gig , this is a sleek ( for chinatown ) alternative	wait	negative	long	sleek	dim sum	neutral	tables	positive	dim sum atmosphere	neutral															
this place has good potential , but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else	money	negative	good	much	indian food	neutral																			
everything is always cooked to perfection , the service is excellent , the decor cool and understated	service	positive	excellent	cool	decor	positive																			
the thai food is good	thai food	positive																							
great selection of wine , and seafood	selection of wine	positive	great																						
acceptable prices			acceptable																						
we were seated at the sushi bar in front of yasuda	sushi bar	neutral																							
as i made the title , it 's an affordable restaurant for great taste			affordable	great																					
they even scoop it out nice ( for those on a diet ) not too much not to little			nice																						
definitely not worth the price !	price	negative	worth																						
orsay , is a very pleasnt throw back to traditional french food , and french service as well	french food	positive	traditional		service	positive																			
it 's easy to get a table for a large group and you do n't get hustled out	table	positive	easy																						
salads are a delicious way to begin the meal	salads	positive	delicious																						
i ordered tamarind duck and my wife ordered noodles with ground beef , and we were both delighted by the way the dishes evoked thai flavors in unexpected ways	tamarind duck	positive	delighted		noodles with ground beef	positive	dishes	positive	thai flavors	positive															
if you 've ever been along the river in weehawken you have an idea of the top of view the chart house has to offer	view	positive																							
i loved it			loved																						
they 're are better taiwanese restaurants and they are located in flushing , queens			better																						
i had the black cod with yuzu sauce , which was wonderful	black cod with yuzu sauce	positive																							
prices too high for this cramped and unappealing resturant	prices	negative	high	cramped							unappealing														
this quiet dark asian bistro is well worth the trip			well worth																						
i would highly recommend this place !			recommend																						
total hipster-wannabe attitude in an otherwise sweet spot			sweet																						
yes , there might be a wait if you have no reservations	wait	negative																							
everything , from the soft bread , soggy salad , and 50 minute wait time , with an incredibly rude service to deliver below average food	bread	negative	soft	soggy	salad	negative	wait	negative	service	negative	rude							below average							
- i asked for them spicy and they were delicious )			delicious																						
it is terrific , as is the value			terrific																						
downstairs lounge is always a good attraction	downstairs lounge	positive	good																						
the food was amazing , and the service was prompt and helpful , but not over-bearing or rushed	food	positive	amazing	prompt	service	positive					helpful							over-bearing							
( food was delivered by a busboy , not waiter ) we got no cheese offered for the pasta , our water and wine glasses remained empty our entire meal , when we would have easily spent another 20 on wine	food	neutral	empty		busboy	negative	waiter	negative	cheese	negative		pasta	negative	water and wine glasses	negative	meal	neutral								
the takeout is great too since they give high quality tupperware as well	takeout	positive	great	high																					
could be pricey without a prix fixe meal	prix fixe meal	negative	pricey																						
this is definitely an excellent date spot because of the ambiance and on the weekends the night scene is more than alive	spot	positive	excellent		ambiance	positive	night scene	positive																	
one of us actually liked the expresso - that 's it	expresso	positive	liked																						
